day,region,date,region_lat,region_lon,n_obs,n_obsSymp,n_obsAsymp,Deaths,Pop
37,Nuble,4/9/2020,-36.60968629999999,-72.12799759999999,10,,,1,511551.0
37,Biobio,4/9/2020,-36.8249391,-73.04013379999999,21,,,0,1663696.0
37,Araucania,4/9/2020,-38.736996600000005,-72.6018527,20,,,1,1014343.0
37,Los Rios,4/9/2020,-39.8185499,-73.2417066,4,,,0,405835.0
37,Los Lagos,4/9/2020,-41.449172600000004,-72.9594584,15,,,0,891440.0
37,Aysen,4/9/2020,-45.2066761,-72.6862988,0,,,0,107297.0
37,Magallanes,4/9/2020,-53.14809720000001,-70.9503614,20,,,0,178362.0
38,Arica y Parinacota,4/10/2020,-18.4781181,-70.3141952,12,,,0,252110.0
38,Tarapaca,4/10/2020,-20.2141288,-70.140672,6,,,0,382773.0
38,Antofagasta,4/10/2020,-22.4457586,-68.9203724,18,,,0,691854.0
38,Atacama,4/10/2020,-27.384218100000005,-70.3308447,3,,,0,314709.0
38,Coquimbo,4/10/2020,-29.9682462,-71.339197,0,,,0,836096.0
38,Valparaiso,4/10/2020,-33.0097842,-71.5517663,11,,,0,1960170.0
38,Metropolitana,4/10/2020,-33.3923636,-70.608036,361,,,8,8125072.0
38,Ohiggins,4/10/2020,-34.1547941,-70.76876290000001,0,,,0,991063.0
38,Maule,4/10/2020,-35.4270536,-71.6483745,3,,,0,1131939.0
38,Nuble,4/10/2020,-36.60968629999999,-72.12799759999999,18,,,0,511551.0
38,Biobio,4/10/2020,-36.8249391,-73.04013379999999,14,,,0,1663696.0
38,Araucania,4/10/2020,-38.736996600000005,-72.6018527,23,,,0,1014343.0
38,Los Rios,4/10/2020,-39.8185499,-73.2417066,6,,,0,405835.0
38,Los Lagos,4/10/2020,-41.449172600000004,-72.9594584,9,,,0,891440.0
38,Aysen,4/10/2020,-45.2066761,-72.6862988,0,,,0,107297.0
38,Magallanes,4/10/2020,-53.14809720000001,-70.9503614,45,,,0,178362.0
39,Arica y Parinacota,4/11/2020,-18.4781181,-70.3141952,20,,,0,252110.0
39,Tarapaca,4/11/2020,-20.2141288,-70.140672,3,,,0,382773.0
39,Antofagasta,4/11/2020,-22.4457586,-68.9203724,7,,,0,691854.0
39,Atacama,4/11/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
39,Coquimbo,4/11/2020,-29.9682462,-71.339197,3,,,0,836096.0
39,Valparaiso,4/11/2020,-33.0097842,-71.5517663,7,,,0,1960170.0
39,Metropolitana,4/11/2020,-33.3923636,-70.608036,255,,,3,8125072.0
39,Ohiggins,4/11/2020,-34.1547941,-70.76876290000001,1,,,0,991063.0
39,Maule,4/11/2020,-35.4270536,-71.6483745,3,,,1,1131939.0
39,Nuble,4/11/2020,-36.60968629999999,-72.12799759999999,17,,,0,511551.0
39,Biobio,4/11/2020,-36.8249391,-73.04013379999999,16,,,0,1663696.0
39,Araucania,4/11/2020,-38.736996600000005,-72.6018527,27,,,1,1014343.0
39,Los Rios,4/11/2020,-39.8185499,-73.2417066,6,,,0,405835.0
39,Los Lagos,4/11/2020,-41.449172600000004,-72.9594584,15,,,3,891440.0
39,Aysen,4/11/2020,-45.2066761,-72.6862988,0,,,0,107297.0
39,Magallanes,4/11/2020,-53.14809720000001,-70.9503614,46,,,0,178362.0
40,Arica y Parinacota,4/12/2020,-18.4781181,-70.3141952,8,,,1,252110.0
40,Tarapaca,4/12/2020,-20.2141288,-70.140672,8,,,0,382773.0
40,Antofagasta,4/12/2020,-22.4457586,-68.9203724,21,,,0,691854.0
40,Atacama,4/12/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
40,Coquimbo,4/12/2020,-29.9682462,-71.339197,2,,,0,836096.0
40,Valparaiso,4/12/2020,-33.0097842,-71.5517663,6,,,0,1960170.0
40,Metropolitana,4/12/2020,-33.3923636,-70.608036,151,,,3,8125072.0
40,Ohiggins,4/12/2020,-34.1547941,-70.76876290000001,1,,,0,991063.0
40,Maule,4/12/2020,-35.4270536,-71.6483745,4,,,0,1131939.0
40,Nuble,4/12/2020,-36.60968629999999,-72.12799759999999,7,,,1,511551.0
40,Biobio,4/12/2020,-36.8249391,-73.04013379999999,10,,,0,1663696.0
40,Araucania,4/12/2020,-38.736996600000005,-72.6018527,36,,,0,1014343.0
40,Los Rios,4/12/2020,-39.8185499,-73.2417066,5,,,1,405835.0
40,Los Lagos,4/12/2020,-41.449172600000004,-72.9594584,8,,,0,891440.0
40,Aysen,4/12/2020,-45.2066761,-72.6862988,0,,,0,107297.0
40,Magallanes,4/12/2020,-53.14809720000001,-70.9503614,19,,,1,178362.0
41,Arica y Parinacota,4/13/2020,-18.4781181,-70.3141952,0,,,0,252110.0
41,Tarapaca,4/13/2020,-20.2141288,-70.140672,6,,,0,382773.0
41,Antofagasta,4/13/2020,-22.4457586,-68.9203724,11,,,0,691854.0
41,Atacama,4/13/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
41,Coquimbo,4/13/2020,-29.9682462,-71.339197,0,,,0,836096.0
41,Valparaiso,4/13/2020,-33.0097842,-71.5517663,19,,,0,1960170.0
41,Metropolitana,4/13/2020,-33.3923636,-70.608036,204,,,1,8125072.0
41,Ohiggins,4/13/2020,-34.1547941,-70.76876290000001,2,,,0,991063.0
41,Maule,4/13/2020,-35.4270536,-71.6483745,3,,,0,1131939.0
41,Nuble,4/13/2020,-36.60968629999999,-72.12799759999999,5,,,0,511551.0
41,Biobio,4/13/2020,-36.8249391,-73.04013379999999,12,,,0,1663696.0
41,Araucania,4/13/2020,-38.736996600000005,-72.6018527,20,,,0,1014343.0
41,Los Rios,4/13/2020,-39.8185499,-73.2417066,3,,,0,405835.0
41,Los Lagos,4/13/2020,-41.449172600000004,-72.9594584,8,,,0,891440.0
41,Aysen,4/13/2020,-45.2066761,-72.6862988,0,,,0,107297.0
41,Magallanes,4/13/2020,-53.14809720000001,-70.9503614,19,,,1,178362.0
42,Arica y Parinacota,4/14/2020,-18.4781181,-70.3141952,5,,,0,252110.0
42,Tarapaca,4/14/2020,-20.2141288,-70.140672,10,,,0,382773.0
42,Antofagasta,4/14/2020,-22.4457586,-68.9203724,6,,,0,691854.0
42,Atacama,4/14/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
42,Coquimbo,4/14/2020,-29.9682462,-71.339197,0,,,0,836096.0
42,Valparaiso,4/14/2020,-33.0097842,-71.5517663,12,,,0,1960170.0
42,Metropolitana,4/14/2020,-33.3923636,-70.608036,283,,,4,8125072.0
42,Ohiggins,4/14/2020,-34.1547941,-70.76876290000001,5,,,0,991063.0
42,Maule,4/14/2020,-35.4270536,-71.6483745,1,,,1,1131939.0
42,Nuble,4/14/2020,-36.60968629999999,-72.12799759999999,4,,,1,511551.0
42,Biobio,4/14/2020,-36.8249391,-73.04013379999999,16,,,0,1663696.0
42,Araucania,4/14/2020,-38.736996600000005,-72.6018527,21,,,3,1014343.0
42,Los Rios,4/14/2020,-39.8185499,-73.2417066,10,,,0,405835.0
42,Los Lagos,4/14/2020,-41.449172600000004,-72.9594584,5,,,0,891440.0
42,Aysen,4/14/2020,-45.2066761,-72.6862988,0,,,0,107297.0
42,Magallanes,4/14/2020,-53.14809720000001,-70.9503614,14,,,1,178362.0
43,Arica y Parinacota,4/15/2020,-18.4781181,-70.3141952,4,,,0,252110.0
43,Tarapaca,4/15/2020,-20.2141288,-70.140672,0,,,0,382773.0
43,Antofagasta,4/15/2020,-22.4457586,-68.9203724,21,,,0,691854.0
43,Atacama,4/15/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
43,Coquimbo,4/15/2020,-29.9682462,-71.339197,0,,,0,836096.0
43,Valparaiso,4/15/2020,-33.0097842,-71.5517663,14,,,0,1960170.0
43,Metropolitana,4/15/2020,-33.3923636,-70.608036,248,,,1,8125072.0
43,Ohiggins,4/15/2020,-34.1547941,-70.76876290000001,1,,,0,991063.0
43,Maule,4/15/2020,-35.4270536,-71.6483745,10,,,0,1131939.0
43,Nuble,4/15/2020,-36.60968629999999,-72.12799759999999,12,,,0,511551.0
43,Biobio,4/15/2020,-36.8249391,-73.04013379999999,14,,,0,1663696.0
43,Araucania,4/15/2020,-38.736996600000005,-72.6018527,10,,,1,1014343.0
43,Los Rios,4/15/2020,-39.8185499,-73.2417066,2,,,0,405835.0
43,Los Lagos,4/15/2020,-41.449172600000004,-72.9594584,5,,,0,891440.0
43,Aysen,4/15/2020,-45.2066761,-72.6862988,0,,,0,107297.0
43,Magallanes,4/15/2020,-53.14809720000001,-70.9503614,15,,,0,178362.0
44,Arica y Parinacota,4/16/2020,-18.4781181,-70.3141952,5,,,0,252110.0
44,Tarapaca,4/16/2020,-20.2141288,-70.140672,4,,,0,382773.0
44,Antofagasta,4/16/2020,-22.4457586,-68.9203724,16,,,0,691854.0
44,Atacama,4/16/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
44,Coquimbo,4/16/2020,-29.9682462,-71.339197,2,,,0,836096.0
44,Valparaiso,4/16/2020,-33.0097842,-71.5517663,31,,,2,1960170.0
44,Metropolitana,4/16/2020,-33.3923636,-70.608036,348,,,7,8125072.0
44,Ohiggins,4/16/2020,-34.1547941,-70.76876290000001,0,,,0,991063.0
44,Maule,4/16/2020,-35.4270536,-71.6483745,15,,,0,1131939.0
44,Nuble,4/16/2020,-36.60968629999999,-72.12799759999999,5,,,2,511551.0
44,Biobio,4/16/2020,-36.8249391,-73.04013379999999,17,,,0,1663696.0
44,Araucania,4/16/2020,-38.736996600000005,-72.6018527,56,,,0,1014343.0
44,Los Rios,4/16/2020,-39.8185499,-73.2417066,3,,,0,405835.0
44,Los Lagos,4/16/2020,-41.449172600000004,-72.9594584,9,,,0,891440.0
44,Aysen,4/16/2020,-45.2066761,-72.6862988,0,,,0,107297.0
44,Magallanes,4/16/2020,-53.14809720000001,-70.9503614,23,,,0,178362.0
45,Arica y Parinacota,4/17/2020,-18.4781181,-70.3141952,5,,,1,252110.0
45,Tarapaca,4/17/2020,-20.2141288,-70.140672,7,,,0,382773.0
45,Antofagasta,4/17/2020,-22.4457586,-68.9203724,19,,,0,691854.0
45,Atacama,4/17/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
45,Coquimbo,4/17/2020,-29.9682462,-71.339197,0,,,0,836096.0
45,Valparaiso,4/17/2020,-33.0097842,-71.5517663,15,,,0,1960170.0
45,Metropolitana,4/17/2020,-33.3923636,-70.608036,233,,,3,8125072.0
45,Ohiggins,4/17/2020,-34.1547941,-70.76876290000001,1,,,0,991063.0
45,Maule,4/17/2020,-35.4270536,-71.6483745,56,,,3,1131939.0
45,Nuble,4/17/2020,-36.60968629999999,-72.12799759999999,17,,,1,511551.0
45,Biobio,4/17/2020,-36.8249391,-73.04013379999999,19,,,1,1663696.0
45,Araucania,4/17/2020,-38.736996600000005,-72.6018527,25,,,1,1014343.0
45,Los Rios,4/17/2020,-39.8185499,-73.2417066,1,,,0,405835.0
45,Los Lagos,4/17/2020,-41.449172600000004,-72.9594584,13,,,1,891440.0
45,Aysen,4/17/2020,-45.2066761,-72.6862988,0,,,0,107297.0
45,Magallanes,4/17/2020,-53.14809720000001,-70.9503614,34,,,0,178362.0
46,Arica y Parinacota,4/18/2020,-18.4781181,-70.3141952,8,,,0,252110.0
46,Tarapaca,4/18/2020,-20.2141288,-70.140672,8,,,0,382773.0
46,Antofagasta,4/18/2020,-22.4457586,-68.9203724,15,,,0,691854.0
46,Atacama,4/18/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
46,Coquimbo,4/18/2020,-29.9682462,-71.339197,0,,,0,836096.0
46,Valparaiso,4/18/2020,-33.0097842,-71.5517663,14,,,0,1960170.0
46,Metropolitana,4/18/2020,-33.3923636,-70.608036,277,,,7,8125072.0
46,Ohiggins,4/18/2020,-34.1547941,-70.76876290000001,0,,,0,991063.0
46,Maule,4/18/2020,-35.4270536,-71.6483745,53,,,1,1131939.0
46,Nuble,4/18/2020,-36.60968629999999,-72.12799759999999,11,,,1,511551.0
46,Biobio,4/18/2020,-36.8249391,-73.04013379999999,28,,,0,1663696.0
46,Araucania,4/18/2020,-38.736996600000005,-72.6018527,37,,,1,1014343.0
46,Los Rios,4/18/2020,-39.8185499,-73.2417066,2,,,0,405835.0
46,Los Lagos,4/18/2020,-41.449172600000004,-72.9594584,4,,,0,891440.0
46,Aysen,4/18/2020,-45.2066761,-72.6862988,0,,,0,107297.0
46,Magallanes,4/18/2020,-53.14809720000001,-70.9503614,21,,,0,178362.0
47,Arica y Parinacota,4/19/2020,-18.4781181,-70.3141952,3,,,0,252110.0
47,Tarapaca,4/19/2020,-20.2141288,-70.140672,9,,,0,382773.0
47,Antofagasta,4/19/2020,-22.4457586,-68.9203724,23,,,0,691854.0
47,Atacama,4/19/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
47,Coquimbo,4/19/2020,-29.9682462,-71.339197,0,,,0,836096.0
47,Valparaiso,4/19/2020,-33.0097842,-71.5517663,22,,,1,1960170.0
47,Metropolitana,4/19/2020,-33.3923636,-70.608036,189,,,5,8125072.0
47,Ohiggins,4/19/2020,-34.1547941,-70.76876290000001,0,,,0,991063.0
47,Maule,4/19/2020,-35.4270536,-71.6483745,26,,,0,1131939.0
47,Nuble,4/19/2020,-36.60968629999999,-72.12799759999999,11,,,1,511551.0
47,Biobio,4/19/2020,-36.8249391,-73.04013379999999,10,,,0,1663696.0
47,Araucania,4/19/2020,-38.736996600000005,-72.6018527,28,,,0,1014343.0
47,Los Rios,4/19/2020,-39.8185499,-73.2417066,1,,,0,405835.0
47,Los Lagos,4/19/2020,-41.449172600000004,-72.9594584,5,,,0,891440.0
47,Aysen,4/19/2020,-45.2066761,-72.6862988,0,,,0,107297.0
47,Magallanes,4/19/2020,-53.14809720000001,-70.9503614,31,,,0,178362.0
48,Arica y Parinacota,4/20/2020,-18.4781181,-70.3141952,16,,,0,252110.0
48,Tarapaca,4/20/2020,-20.2141288,-70.140672,3,,,0,382773.0
48,Antofagasta,4/20/2020,-22.4457586,-68.9203724,14,,,0,691854.0
48,Atacama,4/20/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
48,Coquimbo,4/20/2020,-29.9682462,-71.339197,1,,,0,836096.0
48,Valparaiso,4/20/2020,-33.0097842,-71.5517663,7,,,0,1960170.0
48,Metropolitana,4/20/2020,-33.3923636,-70.608036,262,,,4,8125072.0
48,Ohiggins,4/20/2020,-34.1547941,-70.76876290000001,1,,,0,991063.0
48,Maule,4/20/2020,-35.4270536,-71.6483745,2,,,2,1131939.0
48,Nuble,4/20/2020,-36.60968629999999,-72.12799759999999,9,,,0,511551.0
48,Biobio,4/20/2020,-36.8249391,-73.04013379999999,10,,,0,1663696.0
48,Araucania,4/20/2020,-38.736996600000005,-72.6018527,73,,,0,1014343.0
48,Los Rios,4/20/2020,-39.8185499,-73.2417066,5,,,0,405835.0
48,Los Lagos,4/20/2020,-41.449172600000004,-72.9594584,3,,,0,891440.0
48,Aysen,4/20/2020,-45.2066761,-72.6862988,0,,,0,107297.0
48,Magallanes,4/20/2020,-53.14809720000001,-70.9503614,13,,,0,178362.0
49,Arica y Parinacota,4/21/2020,-18.4781181,-70.3141952,9,,,0,252110.0
49,Tarapaca,4/21/2020,-20.2141288,-70.140672,11,,,0,382773.0
49,Antofagasta,4/21/2020,-22.4457586,-68.9203724,28,,,0,691854.0
49,Atacama,4/21/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
49,Coquimbo,4/21/2020,-29.9682462,-71.339197,0,,,0,836096.0
49,Valparaiso,4/21/2020,-33.0097842,-71.5517663,15,,,1,1960170.0
49,Metropolitana,4/21/2020,-33.3923636,-70.608036,145,,,2,8125072.0
49,Ohiggins,4/21/2020,-34.1547941,-70.76876290000001,1,,,1,991063.0
49,Maule,4/21/2020,-35.4270536,-71.6483745,12,,,0,1131939.0
49,Nuble,4/21/2020,-36.60968629999999,-72.12799759999999,7,,,0,511551.0
49,Biobio,4/21/2020,-36.8249391,-73.04013379999999,10,,,1,1663696.0
49,Araucania,4/21/2020,-38.736996600000005,-72.6018527,47,,,2,1014343.0
49,Los Rios,4/21/2020,-39.8185499,-73.2417066,5,,,0,405835.0
49,Los Lagos,4/21/2020,-41.449172600000004,-72.9594584,8,,,0,891440.0
49,Aysen,4/21/2020,-45.2066761,-72.6862988,0,,,0,107297.0
49,Magallanes,4/21/2020,-53.14809720000001,-70.9503614,27,,,1,178362.0
50,Arica y Parinacota,4/22/2020,-18.4781181,-70.3141952,10,,,0,252110.0
50,Tarapaca,4/22/2020,-20.2141288,-70.140672,10,,,0,382773.0
50,Antofagasta,4/22/2020,-22.4457586,-68.9203724,35,,,1,691854.0
50,Atacama,4/22/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
50,Coquimbo,4/22/2020,-29.9682462,-71.339197,1,,,0,836096.0
50,Valparaiso,4/22/2020,-33.0097842,-71.5517663,18,,,1,1960170.0
50,Metropolitana,4/22/2020,-33.3923636,-70.608036,295,,,9,8125072.0
50,Ohiggins,4/22/2020,-34.1547941,-70.76876290000001,2,,,0,991063.0
50,Maule,4/22/2020,-35.4270536,-71.6483745,12,,,0,1131939.0
50,Nuble,4/22/2020,-36.60968629999999,-72.12799759999999,9,,,0,511551.0
50,Biobio,4/22/2020,-36.8249391,-73.04013379999999,22,,,1,1663696.0
50,Araucania,4/22/2020,-38.736996600000005,-72.6018527,21,,,1,1014343.0
50,Los Rios,4/22/2020,-39.8185499,-73.2417066,4,,,0,405835.0
50,Los Lagos,4/22/2020,-41.449172600000004,-72.9594584,13,,,0,891440.0
50,Aysen,4/22/2020,-45.2066761,-72.6862988,0,,,0,107297.0
50,Magallanes,4/22/2020,-53.14809720000001,-70.9503614,12,,,0,178362.0
51,Arica y Parinacota,4/23/2020,-18.4781181,-70.3141952,30,,,0,252110.0
51,Tarapaca,4/23/2020,-20.2141288,-70.140672,14,,,0,382773.0
51,Antofagasta,4/23/2020,-22.4457586,-68.9203724,14,,,0,691854.0
51,Atacama,4/23/2020,-27.384218100000005,-70.3308447,5,,,0,314709.0
51,Coquimbo,4/23/2020,-29.9682462,-71.339197,0,,,0,836096.0
51,Valparaiso,4/23/2020,-33.0097842,-71.5517663,8,,,0,1960170.0
51,Metropolitana,4/23/2020,-33.3923636,-70.608036,351,,,7,8125072.0
51,Ohiggins,4/23/2020,-34.1547941,-70.76876290000001,17,,,0,991063.0
51,Maule,4/23/2020,-35.4270536,-71.6483745,5,,,0,1131939.0
51,Nuble,4/23/2020,-36.60968629999999,-72.12799759999999,5,,,0,511551.0
51,Biobio,4/23/2020,-36.8249391,-73.04013379999999,17,,,0,1663696.0
51,Araucania,4/23/2020,-38.736996600000005,-72.6018527,29,,,0,1014343.0
51,Los Rios,4/23/2020,-39.8185499,-73.2417066,2,,,0,405835.0
51,Los Lagos,4/23/2020,-41.449172600000004,-72.9594584,9,,,1,891440.0
51,Aysen,4/23/2020,-45.2066761,-72.6862988,0,,,0,107297.0
51,Magallanes,4/23/2020,-53.14809720000001,-70.9503614,10,,,0,178362.0
52,Arica y Parinacota,4/24/2020,-18.4781181,-70.3141952,29,,,1,252110.0
52,Tarapaca,4/24/2020,-20.2141288,-70.140672,6,,,0,382773.0
52,Antofagasta,4/24/2020,-22.4457586,-68.9203724,26,,,0,691854.0
52,Atacama,4/24/2020,-27.384218100000005,-70.3308447,3,,,0,314709.0
52,Coquimbo,4/24/2020,-29.9682462,-71.339197,2,,,0,836096.0
52,Valparaiso,4/24/2020,-33.0097842,-71.5517663,7,,,1,1960170.0
52,Metropolitana,4/24/2020,-33.3923636,-70.608036,327,,,1,8125072.0
52,Ohiggins,4/24/2020,-34.1547941,-70.76876290000001,5,,,0,991063.0
52,Maule,4/24/2020,-35.4270536,-71.6483745,16,,,0,1131939.0
52,Nuble,4/24/2020,-36.60968629999999,-72.12799759999999,7,,,1,511551.0
52,Biobio,4/24/2020,-36.8249391,-73.04013379999999,8,,,0,1663696.0
52,Araucania,4/24/2020,-38.736996600000005,-72.6018527,42,,,0,1014343.0
52,Los Rios,4/24/2020,-39.8185499,-73.2417066,1,,,0,405835.0
52,Los Lagos,4/24/2020,-41.449172600000004,-72.9594584,6,,,1,891440.0
52,Aysen,4/24/2020,-45.2066761,-72.6862988,0,,,0,107297.0
52,Magallanes,4/24/2020,-53.14809720000001,-70.9503614,9,,,1,178362.0
53,Arica y Parinacota,4/25/2020,-18.4781181,-70.3141952,6,,,0,252110.0
53,Tarapaca,4/25/2020,-20.2141288,-70.140672,9,,,1,382773.0
53,Antofagasta,4/25/2020,-22.4457586,-68.9203724,25,,,1,691854.0
53,Atacama,4/25/2020,-27.384218100000005,-70.3308447,3,,,0,314709.0
53,Coquimbo,4/25/2020,-29.9682462,-71.339197,1,,,0,836096.0
53,Valparaiso,4/25/2020,-33.0097842,-71.5517663,18,,,1,1960170.0
53,Metropolitana,4/25/2020,-33.3923636,-70.608036,404,,,3,8125072.0
53,Ohiggins,4/25/2020,-34.1547941,-70.76876290000001,4,,,0,991063.0
53,Maule,4/25/2020,-35.4270536,-71.6483745,1,,,0,1131939.0
53,Nuble,4/25/2020,-36.60968629999999,-72.12799759999999,10,,,0,511551.0
53,Biobio,4/25/2020,-36.8249391,-73.04013379999999,13,,,0,1663696.0
53,Araucania,4/25/2020,-38.736996600000005,-72.6018527,19,,,1,1014343.0
53,Los Rios,4/25/2020,-39.8185499,-73.2417066,3,,,0,405835.0
53,Los Lagos,4/25/2020,-41.449172600000004,-72.9594584,5,,,0,891440.0
53,Aysen,4/25/2020,-45.2066761,-72.6862988,0,,,0,107297.0
53,Magallanes,4/25/2020,-53.14809720000001,-70.9503614,31,,,0,178362.0
54,Arica y Parinacota,4/26/2020,-18.4781181,-70.3141952,7,,,0,252110.0
54,Tarapaca,4/26/2020,-20.2141288,-70.140672,13,,,0,382773.0
54,Antofagasta,4/26/2020,-22.4457586,-68.9203724,52,,,1,691854.0
54,Atacama,4/26/2020,-27.384218100000005,-70.3308447,5,,,0,314709.0
54,Coquimbo,4/26/2020,-29.9682462,-71.339197,0,,,0,836096.0
54,Valparaiso,4/26/2020,-33.0097842,-71.5517663,6,,,0,1960170.0
54,Metropolitana,4/26/2020,-33.3923636,-70.608036,331,,,2,8125072.0
54,Ohiggins,4/26/2020,-34.1547941,-70.76876290000001,7,,,0,991063.0
54,Maule,4/26/2020,-35.4270536,-71.6483745,4,,,1,1131939.0
54,Nuble,4/26/2020,-36.60968629999999,-72.12799759999999,6,,,0,511551.0
54,Biobio,4/26/2020,-36.8249391,-73.04013379999999,7,,,1,1663696.0
54,Araucania,4/26/2020,-38.736996600000005,-72.6018527,13,,,2,1014343.0
54,Los Rios,4/26/2020,-39.8185499,-73.2417066,1,,,0,405835.0
54,Los Lagos,4/26/2020,-41.449172600000004,-72.9594584,8,,,0,891440.0
54,Aysen,4/26/2020,-45.2066761,-72.6862988,0,,,0,107297.0
54,Magallanes,4/26/2020,-53.14809720000001,-70.9503614,13,,,1,178362.0
55,Arica y Parinacota,4/27/2020,-18.4781181,-70.3141952,13,,,0,252110.0
55,Tarapaca,4/27/2020,-20.2141288,-70.140672,8,,,0,382773.0
55,Antofagasta,4/27/2020,-22.4457586,-68.9203724,14,,,0,691854.0
55,Atacama,4/27/2020,-27.384218100000005,-70.3308447,6,,,0,314709.0
55,Coquimbo,4/27/2020,-29.9682462,-71.339197,1,,,0,836096.0
55,Valparaiso,4/27/2020,-33.0097842,-71.5517663,25,,,0,1960170.0
55,Metropolitana,4/27/2020,-33.3923636,-70.608036,362,,,4,8125072.0
55,Ohiggins,4/27/2020,-34.1547941,-70.76876290000001,2,,,0,991063.0
55,Maule,4/27/2020,-35.4270536,-71.6483745,9,,,1,1131939.0
55,Nuble,4/27/2020,-36.60968629999999,-72.12799759999999,10,,,0,511551.0
55,Biobio,4/27/2020,-36.8249391,-73.04013379999999,3,,,0,1663696.0
55,Araucania,4/27/2020,-38.736996600000005,-72.6018527,20,,,3,1014343.0
55,Los Rios,4/27/2020,-39.8185499,-73.2417066,2,,,0,405835.0
55,Los Lagos,4/27/2020,-41.449172600000004,-72.9594584,4,,,0,891440.0
55,Aysen,4/27/2020,-45.2066761,-72.6862988,0,,,0,107297.0
55,Magallanes,4/27/2020,-53.14809720000001,-70.9503614,3,,,1,178362.0
56,Arica y Parinacota,4/28/2020,-18.4781181,-70.3141952,3,,,0,252110.0
56,Tarapaca,4/28/2020,-20.2141288,-70.140672,5,,,0,382773.0
56,Antofagasta,4/28/2020,-22.4457586,-68.9203724,24,,,0,691854.0
56,Atacama,4/28/2020,-27.384218100000005,-70.3308447,0,,,0,314709.0
56,Coquimbo,4/28/2020,-29.9682462,-71.339197,0,,,0,836096.0
56,Valparaiso,4/28/2020,-33.0097842,-71.5517663,8,,,1,1960170.0
56,Metropolitana,4/28/2020,-33.3923636,-70.608036,442,,,5,8125072.0
56,Ohiggins,4/28/2020,-34.1547941,-70.76876290000001,3,,,0,991063.0
56,Maule,4/28/2020,-35.4270536,-71.6483745,21,,,0,1131939.0
56,Nuble,4/28/2020,-36.60968629999999,-72.12799759999999,6,,,0,511551.0
56,Biobio,4/28/2020,-36.8249391,-73.04013379999999,3,,,1,1663696.0
56,Araucania,4/28/2020,-38.736996600000005,-72.6018527,15,,,0,1014343.0
56,Los Rios,4/28/2020,-39.8185499,-73.2417066,0,,,1,405835.0
56,Los Lagos,4/28/2020,-41.449172600000004,-72.9594584,0,,,1,891440.0
56,Aysen,4/28/2020,-45.2066761,-72.6862988,0,,,0,107297.0
56,Magallanes,4/28/2020,-53.14809720000001,-70.9503614,22,,,0,178362.0
57,Arica y Parinacota,4/29/2020,-18.4781181,-70.3141952,4,4.0,0.0,1,252110.0
57,Tarapaca,4/29/2020,-20.2141288,-70.140672,14,14.0,0.0,0,382773.0
57,Antofagasta,4/29/2020,-22.4457586,-68.9203724,33,33.0,0.0,0,691854.0
57,Atacama,4/29/2020,-27.384218100000005,-70.3308447,7,7.0,0.0,0,314709.0
57,Coquimbo,4/29/2020,-29.9682462,-71.339197,2,2.0,0.0,0,836096.0
57,Valparaiso,4/29/2020,-33.0097842,-71.5517663,33,33.0,0.0,2,1960170.0
57,Metropolitana,4/29/2020,-33.3923636,-70.608036,589,339.0,250.0,4,8125072.0
57,Ohiggins,4/29/2020,-34.1547941,-70.76876290000001,7,7.0,0.0,0,991063.0
57,Maule,4/29/2020,-35.4270536,-71.6483745,8,8.0,0.0,1,1131939.0
57,Nuble,4/29/2020,-36.60968629999999,-72.12799759999999,14,14.0,0.0,0,511551.0
57,Biobio,4/29/2020,-36.8249391,-73.04013379999999,10,10.0,0.0,0,1663696.0
57,Araucania,4/29/2020,-38.736996600000005,-72.6018527,22,22.0,0.0,0,1014343.0
57,Los Rios,4/29/2020,-39.8185499,-73.2417066,2,2.0,0.0,0,405835.0
57,Los Lagos,4/29/2020,-41.449172600000004,-72.9594584,4,4.0,0.0,0,891440.0
57,Aysen,4/29/2020,-45.2066761,-72.6862988,0,0.0,0.0,0,107297.0
57,Magallanes,4/29/2020,-53.14809720000001,-70.9503614,21,21.0,0.0,1,178362.0
58,Arica y Parinacota,4/30/2020,-18.4781181,-70.3141952,7,2.0,5.0,0,252110.0
58,Tarapaca,4/30/2020,-20.2141288,-70.140672,15,15.0,0.0,0,382773.0
58,Antofagasta,4/30/2020,-22.4457586,-68.9203724,32,27.0,5.0,1,691854.0
58,Atacama,4/30/2020,-27.384218100000005,-70.3308447,1,1.0,0.0,0,314709.0
58,Coquimbo,4/30/2020,-29.9682462,-71.339197,0,0.0,0.0,0,836096.0
58,Valparaiso,4/30/2020,-33.0097842,-71.5517663,33,28.0,5.0,0,1960170.0
