region,comuna,date,WeeklyCases,week,CumCases,Pop
Nuble,Coelemu,Week 4: 03/15 to 03/21,0,4,0,16845
Nuble,Coelemu,Week 16: 06/07 to 06/13,0,16,0,16845
Nuble,Coelemu,Week 8: 04/12 to 04/18,0,8,0,16845
Nuble,Coelemu,Week 2: 03/01 to 03/07,0,2,0,16845
Nuble,Coelemu,Week 5: 03/22 to 03/28,0,5,0,16845
Nuble,Coelemu,Week 15: 05/31 to 06/06,0,15,0,16845
Nuble,Coelemu,Week 1: 02/23 to 02/29,0,1,0,16845
Nuble,Coelemu,Week 11: 05/03 to 05/09,0,11,0,16845
Nuble,Coelemu,Week 3: 03/08 to 03/14,0,3,0,16845
Nuble,Coelemu,Week 13: 05/17 to 05/23,0,13,0,16845
Nuble,Coelemu,Week 0: 02/16 to 02/22,0,0,0,16845
Nuble,Coelemu,Week 12: 05/10 to 05/16,0,12,0,16845
Nuble,Coelemu,Week 6: 03/29 to 04/04,0,6,0,16845
Nuble,Coelemu,Week 9: 04/19 to 04/25,0,9,0,16845
Nuble,Coelemu,Week 14: 05/24 to 05/30,0,14,0,16845
Nuble,Coelemu,Week 10: 04/26 to 05/02,0,10,0,16845
Nuble,Coelemu,Week 7: 04/05 to 04/11,0,7,0,16845
Nuble,Coihueco,Week 14: 05/24 to 05/30,0,14,0,28375
Nuble,Coihueco,Week 4: 03/15 to 03/21,0,4,0,28375
Nuble,Coihueco,Week 8: 04/12 to 04/18,0,8,0,28375
Nuble,Coihueco,Week 11: 05/03 to 05/09,0,11,0,28375
Nuble,Coihueco,Week 12: 05/10 to 05/16,0,12,0,28375
Nuble,Coihueco,Week 15: 05/31 to 06/06,0,15,0,28375
Nuble,Coihueco,Week 13: 05/17 to 05/23,0,13,0,28375
Nuble,Coihueco,Week 16: 06/07 to 06/13,0,16,0,28375
Nuble,Coihueco,Week 5: 03/22 to 03/28,0,5,0,28375
Nuble,Coihueco,Week 2: 03/01 to 03/07,0,2,0,28375
Nuble,Coihueco,Week 0: 02/16 to 02/22,0,0,0,28375
Nuble,Coihueco,Week 7: 04/05 to 04/11,0,7,0,28375
Nuble,Coihueco,Week 10: 04/26 to 05/02,0,10,0,28375
Nuble,Coihueco,Week 1: 02/23 to 02/29,0,1,0,28375
Nuble,Coihueco,Week 9: 04/19 to 04/25,0,9,0,28375
Nuble,Coihueco,Week 3: 03/08 to 03/14,0,3,0,28375
Nuble,Coihueco,Week 6: 03/29 to 04/04,0,6,0,28375
Ohiggins,Coinco,Week 5: 03/22 to 03/28,0,5,0,7831
Ohiggins,Coinco,Week 2: 03/01 to 03/07,0,2,0,7831
Ohiggins,Coinco,Week 8: 04/12 to 04/18,0,8,0,7831
Ohiggins,Coinco,Week 12: 05/10 to 05/16,0,12,0,7831
Ohiggins,Coinco,Week 11: 05/03 to 05/09,0,11,0,7831
Ohiggins,Coinco,Week 15: 05/31 to 06/06,0,15,0,7831
Ohiggins,Coinco,Week 4: 03/15 to 03/21,0,4,0,7831
Ohiggins,Coinco,Week 7: 04/05 to 04/11,0,7,0,7831
Ohiggins,Coinco,Week 6: 03/29 to 04/04,0,6,0,7831
Ohiggins,Coinco,Week 0: 02/16 to 02/22,0,0,0,7831
Ohiggins,Coinco,Week 16: 06/07 to 06/13,0,16,0,7831
Ohiggins,Coinco,Week 10: 04/26 to 05/02,0,10,0,7831
Ohiggins,Coinco,Week 9: 04/19 to 04/25,0,9,0,7831
Ohiggins,Coinco,Week 3: 03/08 to 03/14,0,3,0,7831
Ohiggins,Coinco,Week 13: 05/17 to 05/23,0,13,0,7831
Ohiggins,Coinco,Week 14: 05/24 to 05/30,0,14,0,7831
Ohiggins,Coinco,Week 1: 02/23 to 02/29,0,1,0,7831
Maule,Colbun,Week 3: 03/08 to 03/14,0,3,0,22565
Maule,Colbun,Week 13: 05/17 to 05/23,0,13,0,22565
Maule,Colbun,Week 5: 03/22 to 03/28,0,5,0,22565
Maule,Colbun,Week 6: 03/29 to 04/04,0,6,0,22565
Maule,Colbun,Week 4: 03/15 to 03/21,0,4,0,22565
Maule,Colbun,Week 11: 05/03 to 05/09,0,11,0,22565
Maule,Colbun,Week 0: 02/16 to 02/22,0,0,0,22565
Maule,Colbun,Week 7: 04/05 to 04/11,0,7,0,22565
Maule,Colbun,Week 2: 03/01 to 03/07,0,2,0,22565
Maule,Colbun,Week 15: 05/31 to 06/06,0,15,0,22565
Maule,Colbun,Week 8: 04/12 to 04/18,0,8,0,22565
Maule,Colbun,Week 12: 05/10 to 05/16,0,12,0,22565
Maule,Colbun,Week 9: 04/19 to 04/25,0,9,0,22565
Maule,Colbun,Week 14: 05/24 to 05/30,0,14,0,22565
Maule,Colbun,Week 1: 02/23 to 02/29,0,1,0,22565
Maule,Colbun,Week 10: 04/26 to 05/02,0,10,0,22565
Maule,Colbun,Week 16: 06/07 to 06/13,0,16,0,22565
Tarapaca,Colchane,Week 8: 04/12 to 04/18,0,8,0,1583
Tarapaca,Colchane,Week 14: 05/24 to 05/30,0,14,0,1583
Tarapaca,Colchane,Week 2: 03/01 to 03/07,0,2,0,1583
Tarapaca,Colchane,Week 5: 03/22 to 03/28,0,5,0,1583
Tarapaca,Colchane,Week 4: 03/15 to 03/21,0,4,0,1583
Tarapaca,Colchane,Week 9: 04/19 to 04/25,0,9,0,1583
Tarapaca,Colchane,Week 11: 05/03 to 05/09,0,11,0,1583
Tarapaca,Colchane,Week 0: 02/16 to 02/22,0,0,0,1583
Tarapaca,Colchane,Week 7: 04/05 to 04/11,0,7,0,1583
Tarapaca,Colchane,Week 12: 05/10 to 05/16,0,12,0,1583
Tarapaca,Colchane,Week 15: 05/31 to 06/06,0,15,0,1583
Tarapaca,Colchane,Week 6: 03/29 to 04/04,0,6,0,1583
Tarapaca,Colchane,Week 16: 06/07 to 06/13,0,16,0,1583
Tarapaca,Colchane,Week 10: 04/26 to 05/02,0,10,0,1583
Tarapaca,Colchane,Week 3: 03/08 to 03/14,0,3,0,1583
Tarapaca,Colchane,Week 13: 05/17 to 05/23,0,13,0,1583
Tarapaca,Colchane,Week 1: 02/23 to 02/29,0,1,0,1583
Metropolitana,Colina,Week 1: 02/23 to 02/29,0,1,0,180353
Metropolitana,Colina,Week 10: 04/26 to 05/02,0,10,0,180353
Metropolitana,Colina,Week 3: 03/08 to 03/14,0,3,0,180353
Metropolitana,Colina,Week 4: 03/15 to 03/21,0,4,0,180353
Metropolitana,Colina,Week 0: 02/16 to 02/22,0,0,0,180353
Metropolitana,Colina,Week 16: 06/07 to 06/13,0,16,0,180353
Metropolitana,Colina,Week 7: 04/05 to 04/11,0,7,0,180353
Metropolitana,Colina,Week 5: 03/22 to 03/28,0,5,0,180353
Metropolitana,Colina,Week 13: 05/17 to 05/23,0,13,0,180353
Metropolitana,Colina,Week 8: 04/12 to 04/18,0,8,0,180353
Metropolitana,Colina,Week 6: 03/29 to 04/04,0,6,0,180353
Metropolitana,Colina,Week 2: 03/01 to 03/07,0,2,0,180353
Metropolitana,Colina,Week 15: 05/31 to 06/06,0,15,0,180353
Metropolitana,Colina,Week 9: 04/19 to 04/25,0,9,0,180353
Metropolitana,Colina,Week 12: 05/10 to 05/16,0,12,0,180353
Metropolitana,Colina,Week 11: 05/03 to 05/09,0,11,0,180353
Metropolitana,Colina,Week 14: 05/24 to 05/30,0,14,0,180353
Araucania,Collipulli,Week 7: 04/05 to 04/11,0,7,0,26148
Araucania,Collipulli,Week 0: 02/16 to 02/22,0,0,0,26148
Araucania,Collipulli,Week 9: 04/19 to 04/25,0,9,0,26148
Araucania,Collipulli,Week 6: 03/29 to 04/04,0,6,0,26148
Araucania,Collipulli,Week 2: 03/01 to 03/07,0,2,0,26148
Araucania,Collipulli,Week 12: 05/10 to 05/16,0,12,0,26148
Araucania,Collipulli,Week 13: 05/17 to 05/23,0,13,0,26148
Araucania,Collipulli,Week 3: 03/08 to 03/14,0,3,0,26148
Araucania,Collipulli,Week 16: 06/07 to 06/13,0,16,0,26148
Araucania,Collipulli,Week 14: 05/24 to 05/30,0,14,0,26148
Araucania,Collipulli,Week 10: 04/26 to 05/02,0,10,0,26148
Araucania,Collipulli,Week 5: 03/22 to 03/28,0,5,0,26148
Araucania,Collipulli,Week 4: 03/15 to 03/21,0,4,0,26148
Araucania,Collipulli,Week 11: 05/03 to 05/09,0,11,0,26148
Araucania,Collipulli,Week 1: 02/23 to 02/29,0,1,0,26148
Araucania,Collipulli,Week 15: 05/31 to 06/06,0,15,0,26148
Araucania,Collipulli,Week 8: 04/12 to 04/18,0,8,0,26148
Ohiggins,Coltauco,Week 10: 04/26 to 05/02,0,10,0,21263
Ohiggins,Coltauco,Week 9: 04/19 to 04/25,0,9,0,21263
Ohiggins,Coltauco,Week 3: 03/08 to 03/14,0,3,0,21263
Ohiggins,Coltauco,Week 16: 06/07 to 06/13,0,16,0,21263
Ohiggins,Coltauco,Week 4: 03/15 to 03/21,0,4,0,21263
Ohiggins,Coltauco,Week 1: 02/23 to 02/29,0,1,0,21263
Ohiggins,Coltauco,Week 11: 05/03 to 05/09,0,11,0,21263
Ohiggins,Coltauco,Week 0: 02/16 to 02/22,0,0,0,21263
Ohiggins,Coltauco,Week 8: 04/12 to 04/18,0,8,0,21263
Ohiggins,Coltauco,Week 5: 03/22 to 03/28,0,5,0,21263
Ohiggins,Coltauco,Week 14: 05/24 to 05/30,0,14,0,21263
Ohiggins,Coltauco,Week 12: 05/10 to 05/16,0,12,0,21263
Ohiggins,Coltauco,Week 13: 05/17 to 05/23,0,13,0,21263
Ohiggins,Coltauco,Week 7: 04/05 to 04/11,0,7,0,21263
Ohiggins,Coltauco,Week 2: 03/01 to 03/07,0,2,0,21263
Ohiggins,Coltauco,Week 15: 05/31 to 06/06,0,15,0,21263
Ohiggins,Coltauco,Week 6: 03/29 to 04/04,0,6,0,21263
Coquimbo,Combarbala,Week 7: 04/05 to 04/11,0,7,0,13884
Coquimbo,Combarbala,Week 11: 05/03 to 05/09,0,11,0,13884
Coquimbo,Combarbala,Week 9: 04/19 to 04/25,0,9,0,13884
Coquimbo,Combarbala,Week 5: 03/22 to 03/28,0,5,0,13884
Coquimbo,Combarbala,Week 12: 05/10 to 05/16,0,12,0,13884
Coquimbo,Combarbala,Week 16: 06/07 to 06/13,0,16,0,13884
Coquimbo,Combarbala,Week 2: 03/01 to 03/07,0,2,0,13884
Coquimbo,Combarbala,Week 15: 05/31 to 06/06,0,15,0,13884
Coquimbo,Combarbala,Week 13: 05/17 to 05/23,0,13,0,13884
Coquimbo,Combarbala,Week 0: 02/16 to 02/22,0,0,0,13884
Coquimbo,Combarbala,Week 8: 04/12 to 04/18,0,8,0,13884
Coquimbo,Combarbala,Week 3: 03/08 to 03/14,0,3,0,13884
Coquimbo,Combarbala,Week 14: 05/24 to 05/30,0,14,0,13884
Coquimbo,Combarbala,Week 4: 03/15 to 03/21,0,4,0,13884
Coquimbo,Combarbala,Week 6: 03/29 to 04/04,0,6,0,13884
Coquimbo,Combarbala,Week 10: 04/26 to 05/02,0,10,0,13884
Coquimbo,Combarbala,Week 1: 02/23 to 02/29,0,1,0,13884
Biobio,Concepcion,Week 7: 04/05 to 04/11,0,7,0,238092
Biobio,Concepcion,Week 8: 04/12 to 04/18,0,8,0,238092
Biobio,Concepcion,Week 0: 02/16 to 02/22,0,0,0,238092
Biobio,Concepcion,Week 9: 04/19 to 04/25,0,9,0,238092
Biobio,Concepcion,Week 15: 05/31 to 06/06,0,15,0,238092
Biobio,Concepcion,Week 2: 03/01 to 03/07,0,2,0,238092
Biobio,Concepcion,Week 6: 03/29 to 04/04,0,6,0,238092
Biobio,Concepcion,Week 13: 05/17 to 05/23,0,13,0,238092
Biobio,Concepcion,Week 14: 05/24 to 05/30,0,14,0,238092
Biobio,Concepcion,Week 10: 04/26 to 05/02,0,10,0,238092
Biobio,Concepcion,Week 11: 05/03 to 05/09,0,11,0,238092
Biobio,Concepcion,Week 12: 05/10 to 05/16,0,12,0,238092
Biobio,Concepcion,Week 16: 06/07 to 06/13,0,16,0,238092
Biobio,Concepcion,Week 1: 02/23 to 02/29,0,1,0,238092
Biobio,Concepcion,Week 3: 03/08 to 03/14,0,3,0,238092
Biobio,Concepcion,Week 4: 03/15 to 03/21,0,4,0,238092
Biobio,Concepcion,Week 5: 03/22 to 03/28,0,5,0,238092
Metropolitana,Conchali,Week 7: 04/05 to 04/11,0,7,0,139195
Metropolitana,Conchali,Week 9: 04/19 to 04/25,0,9,0,139195
Metropolitana,Conchali,Week 15: 05/31 to 06/06,0,15,0,139195
Metropolitana,Conchali,Week 12: 05/10 to 05/16,0,12,0,139195
Metropolitana,Conchali,Week 3: 03/08 to 03/14,0,3,0,139195
Metropolitana,Conchali,Week 0: 02/16 to 02/22,0,0,0,139195
Metropolitana,Conchali,Week 14: 05/24 to 05/30,0,14,0,139195
Metropolitana,Conchali,Week 1: 02/23 to 02/29,0,1,0,139195
Metropolitana,Conchali,Week 8: 04/12 to 04/18,0,8,0,139195
Metropolitana,Conchali,Week 6: 03/29 to 04/04,0,6,0,139195
Metropolitana,Conchali,Week 16: 06/07 to 06/13,0,16,0,139195
Metropolitana,Conchali,Week 2: 03/01 to 03/07,0,2,0,139195
Metropolitana,Conchali,Week 13: 05/17 to 05/23,0,13,0,139195
Metropolitana,Conchali,Week 4: 03/15 to 03/21,0,4,0,139195
Metropolitana,Conchali,Week 10: 04/26 to 05/02,0,10,0,139195
Metropolitana,Conchali,Week 11: 05/03 to 05/09,0,11,0,139195
Metropolitana,Conchali,Week 5: 03/22 to 03/28,0,5,0,139195
Valparaiso,Concon,Week 8: 04/12 to 04/18,0,8,0,45889
Valparaiso,Concon,Week 6: 03/29 to 04/04,0,6,0,45889
Valparaiso,Concon,Week 11: 05/03 to 05/09,0,11,0,45889
Valparaiso,Concon,Week 9: 04/19 to 04/25,0,9,0,45889
Valparaiso,Concon,Week 7: 04/05 to 04/11,0,7,0,45889
Valparaiso,Concon,Week 3: 03/08 to 03/14,0,3,0,45889
Valparaiso,Concon,Week 4: 03/15 to 03/21,0,4,0,45889
Valparaiso,Concon,Week 15: 05/31 to 06/06,0,15,0,45889
Valparaiso,Concon,Week 10: 04/26 to 05/02,0,10,0,45889
Valparaiso,Concon,Week 14: 05/24 to 05/30,0,14,0,45889
Valparaiso,Concon,Week 1: 02/23 to 02/29,0,1,0,45889
Valparaiso,Concon,Week 13: 05/17 to 05/23,0,13,0,45889
Valparaiso,Concon,Week 12: 05/10 to 05/16,0,12,0,45889
Valparaiso,Concon,Week 2: 03/01 to 03/07,0,2,0,45889
Valparaiso,Concon,Week 16: 06/07 to 06/13,0,16,0,45889
Valparaiso,Concon,Week 5: 03/22 to 03/28,0,5,0,45889
Valparaiso,Concon,Week 0: 02/16 to 02/22,0,0,0,45889
Maule,Constitucion,Week 13: 05/17 to 05/23,0,13,0,50348
Maule,Constitucion,Week 15: 05/31 to 06/06,0,15,0,50348
Maule,Constitucion,Week 10: 04/26 to 05/02,0,10,0,50348
Maule,Constitucion,Week 5: 03/22 to 03/28,0,5,0,50348
Maule,Constitucion,Week 0: 02/16 to 02/22,0,0,0,50348
Maule,Constitucion,Week 9: 04/19 to 04/25,0,9,0,50348
Maule,Constitucion,Week 1: 02/23 to 02/29,0,1,0,50348
Maule,Constitucion,Week 2: 03/01 to 03/07,0,2,0,50348
Maule,Constitucion,Week 7: 04/05 to 04/11,0,7,0,50348
Maule,Constitucion,Week 16: 06/07 to 06/13,0,16,0,50348
Maule,Constitucion,Week 12: 05/10 to 05/16,0,12,0,50348
Maule,Constitucion,Week 4: 03/15 to 03/21,0,4,0,50348
Maule,Constitucion,Week 11: 05/03 to 05/09,0,11,0,50348
Maule,Constitucion,Week 8: 04/12 to 04/18,0,8,0,50348
Maule,Constitucion,Week 3: 03/08 to 03/14,0,3,0,50348
Maule,Constitucion,Week 14: 05/24 to 05/30,0,14,0,50348
Maule,Constitucion,Week 6: 03/29 to 04/04,0,6,0,50348
Biobio,Contulmo,Week 9: 04/19 to 04/25,0,9,0,6330
Biobio,Contulmo,Week 14: 05/24 to 05/30,0,14,0,6330
Biobio,Contulmo,Week 15: 05/31 to 06/06,0,15,0,6330
Biobio,Contulmo,Week 4: 03/15 to 03/21,0,4,0,6330
Biobio,Contulmo,Week 13: 05/17 to 05/23,0,13,0,6330
Biobio,Contulmo,Week 2: 03/01 to 03/07,0,2,0,6330
Biobio,Contulmo,Week 1: 02/23 to 02/29,0,1,0,6330
Biobio,Contulmo,Week 11: 05/03 to 05/09,0,11,0,6330
Biobio,Contulmo,Week 3: 03/08 to 03/14,0,3,0,6330
Biobio,Contulmo,Week 12: 05/10 to 05/16,0,12,0,6330
Biobio,Contulmo,Week 8: 04/12 to 04/18,0,8,0,6330
Biobio,Contulmo,Week 0: 02/16 to 02/22,0,0,0,6330
Biobio,Contulmo,Week 5: 03/22 to 03/28,0,5,0,6330
Biobio,Contulmo,Week 10: 04/26 to 05/02,0,10,0,6330
Biobio,Contulmo,Week 6: 03/29 to 04/04,0,6,0,6330
Biobio,Contulmo,Week 7: 04/05 to 04/11,0,7,0,6330
Biobio,Contulmo,Week 16: 06/07 to 06/13,0,16,0,6330
Atacama,Copiapo,Week 11: 05/03 to 05/09,0,11,0,171766
Atacama,Copiapo,Week 7: 04/05 to 04/11,0,7,0,171766
Atacama,Copiapo,Week 16: 06/07 to 06/13,0,16,0,171766
Atacama,Copiapo,Week 14: 05/24 to 05/30,0,14,0,171766
Atacama,Copiapo,Week 8: 04/12 to 04/18,0,8,0,171766
Atacama,Copiapo,Week 13: 05/17 to 05/23,0,13,0,171766
Atacama,Copiapo,Week 12: 05/10 to 05/16,0,12,0,171766
Atacama,Copiapo,Week 6: 03/29 to 04/04,0,6,0,171766
Atacama,Copiapo,Week 2: 03/01 to 03/07,0,2,0,171766
Atacama,Copiapo,Week 9: 04/19 to 04/25,0,9,0,171766
Atacama,Copiapo,Week 3: 03/08 to 03/14,0,3,0,171766
Atacama,Copiapo,Week 5: 03/22 to 03/28,0,5,0,171766
Atacama,Copiapo,Week 1: 02/23 to 02/29,0,1,0,171766
Atacama,Copiapo,Week 15: 05/31 to 06/06,0,15,0,171766
Atacama,Copiapo,Week 10: 04/26 to 05/02,0,10,0,171766
Atacama,Copiapo,Week 0: 02/16 to 02/22,0,0,0,171766
Atacama,Copiapo,Week 4: 03/15 to 03/21,0,4,0,171766
Coquimbo,Coquimbo,Week 4: 03/15 to 03/21,0,4,0,256735
Coquimbo,Coquimbo,Week 10: 04/26 to 05/02,0,10,0,256735
Coquimbo,Coquimbo,Week 9: 04/19 to 04/25,0,9,0,256735
Coquimbo,Coquimbo,Week 3: 03/08 to 03/14,0,3,0,256735
Coquimbo,Coquimbo,Week 16: 06/07 to 06/13,0,16,0,256735
Coquimbo,Coquimbo,Week 5: 03/22 to 03/28,0,5,0,256735
Coquimbo,Coquimbo,Week 11: 05/03 to 05/09,0,11,0,256735
Coquimbo,Coquimbo,Week 7: 04/05 to 04/11,0,7,0,256735
Coquimbo,Coquimbo,Week 12: 05/10 to 05/16,0,12,0,256735
Coquimbo,Coquimbo,Week 15: 05/31 to 06/06,0,15,0,256735
Coquimbo,Coquimbo,Week 14: 05/24 to 05/30,0,14,0,256735
Coquimbo,Coquimbo,Week 0: 02/16 to 02/22,0,0,0,256735
Coquimbo,Coquimbo,Week 8: 04/12 to 04/18,0,8,0,256735
Coquimbo,Coquimbo,Week 13: 05/17 to 05/23,0,13,0,256735
Coquimbo,Coquimbo,Week 6: 03/29 to 04/04,0,6,0,256735
Coquimbo,Coquimbo,Week 1: 02/23 to 02/29,0,1,0,256735
Coquimbo,Coquimbo,Week 2: 03/01 to 03/07,0,2,0,256735
Biobio,Coronel,Week 1: 02/23 to 02/29,0,1,0,125829
Biobio,Coronel,Week 8: 04/12 to 04/18,0,8,0,125829
Biobio,Coronel,Week 0: 02/16 to 02/22,0,0,0,125829
Biobio,Coronel,Week 7: 04/05 to 04/11,0,7,0,125829
Biobio,Coronel,Week 12: 05/10 to 05/16,0,12,0,125829
Biobio,Coronel,Week 14: 05/24 to 05/30,0,14,0,125829
Biobio,Coronel,Week 11: 05/03 to 05/09,0,11,0,125829
Biobio,Coronel,Week 10: 04/26 to 05/02,0,10,0,125829
Biobio,Coronel,Week 6: 03/29 to 04/04,0,6,0,125829
Biobio,Coronel,Week 2: 03/01 to 03/07,0,2,0,125829
Biobio,Coronel,Week 5: 03/22 to 03/28,0,5,0,125829
Biobio,Coronel,Week 15: 05/31 to 06/06,0,15,0,125829
Biobio,Coronel,Week 9: 04/19 to 04/25,0,9,0,125829
Biobio,Coronel,Week 4: 03/15 to 03/21,0,4,0,125829
Biobio,Coronel,Week 3: 03/08 to 03/14,0,3,0,125829
Biobio,Coronel,Week 13: 05/17 to 05/23,0,13,0,125829
Biobio,Coronel,Week 16: 06/07 to 06/13,0,16,0,125829
Los Rios,Corral,Week 13: 05/17 to 05/23,0,13,0,5447
Los Rios,Corral,Week 9: 04/19 to 04/25,0,9,0,5447
Los Rios,Corral,Week 10: 04/26 to 05/02,0,10,0,5447
Los Rios,Corral,Week 0: 02/16 to 02/22,0,0,0,5447
Los Rios,Corral,Week 14: 05/24 to 05/30,0,14,0,5447
Los Rios,Corral,Week 2: 03/01 to 03/07,0,2,0,5447
Los Rios,Corral,Week 11: 05/03 to 05/09,0,11,0,5447
Los Rios,Corral,Week 6: 03/29 to 04/04,0,6,0,5447
Los Rios,Corral,Week 4: 03/15 to 03/21,0,4,0,5447
Los Rios,Corral,Week 15: 05/31 to 06/06,0,15,0,5447
Los Rios,Corral,Week 5: 03/22 to 03/28,0,5,0,5447
Los Rios,Corral,Week 3: 03/08 to 03/14,0,3,0,5447
Los Rios,Corral,Week 16: 06/07 to 06/13,0,16,0,5447
Los Rios,Corral,Week 1: 02/23 to 02/29,0,1,0,5447
Los Rios,Corral,Week 7: 04/05 to 04/11,0,7,0,5447
Los Rios,Corral,Week 8: 04/12 to 04/18,0,8,0,5447
Los Rios,Corral,Week 12: 05/10 to 05/16,0,12,0,5447
Aysen,Coyhaique,Week 9: 04/19 to 04/25,0,9,0,61210
Aysen,Coyhaique,Week 3: 03/08 to 03/14,0,3,0,61210
Aysen,Coyhaique,Week 7: 04/05 to 04/11,0,7,0,61210
Aysen,Coyhaique,Week 6: 03/29 to 04/04,0,6,0,61210
Aysen,Coyhaique,Week 8: 04/12 to 04/18,0,8,0,61210
Aysen,Coyhaique,Week 12: 05/10 to 05/16,0,12,0,61210
Aysen,Coyhaique,Week 14: 05/24 to 05/30,0,14,0,61210
Aysen,Coyhaique,Week 16: 06/07 to 06/13,0,16,0,61210
Aysen,Coyhaique,Week 4: 03/15 to 03/21,0,4,0,61210
Aysen,Coyhaique,Week 5: 03/22 to 03/28,0,5,0,61210
Aysen,Coyhaique,Week 13: 05/17 to 05/23,0,13,0,61210
Aysen,Coyhaique,Week 2: 03/01 to 03/07,0,2,0,61210
Aysen,Coyhaique,Week 1: 02/23 to 02/29,0,1,0,61210
Aysen,Coyhaique,Week 10: 04/26 to 05/02,0,10,0,61210
Aysen,Coyhaique,Week 0: 02/16 to 02/22,0,0,0,61210
Aysen,Coyhaique,Week 15: 05/31 to 06/06,0,15,0,61210
Aysen,Coyhaique,Week 11: 05/03 to 05/09,0,11,0,61210
Araucania,Cunco,Week 4: 03/15 to 03/21,0,4,0,18055
Araucania,Cunco,Week 3: 03/08 to 03/14,0,3,0,18055
Araucania,Cunco,Week 5: 03/22 to 03/28,0,5,0,18055
Araucania,Cunco,Week 15: 05/31 to 06/06,0,15,0,18055
Araucania,Cunco,Week 11: 05/03 to 05/09,0,11,0,18055
Araucania,Cunco,Week 14: 05/24 to 05/30,0,14,0,18055
Araucania,Cunco,Week 9: 04/19 to 04/25,0,9,0,18055
Araucania,Cunco,Week 10: 04/26 to 05/02,0,10,0,18055
Araucania,Cunco,Week 16: 06/07 to 06/13,0,16,0,18055
Araucania,Cunco,Week 7: 04/05 to 04/11,0,7,0,18055
Araucania,Cunco,Week 6: 03/29 to 04/04,0,6,0,18055
Araucania,Cunco,Week 1: 02/23 to 02/29,0,1,0,18055
Araucania,Cunco,Week 0: 02/16 to 02/22,0,0,0,18055
Araucania,Cunco,Week 8: 04/12 to 04/18,0,8,0,18055
Araucania,Cunco,Week 12: 05/10 to 05/16,0,12,0,18055
Araucania,Cunco,Week 13: 05/17 to 05/23,0,13,0,18055
Araucania,Cunco,Week 2: 03/01 to 03/07,0,2,0,18055
Araucania,Curacautin,Week 6: 03/29 to 04/04,0,6,0,18178
Araucania,Curacautin,Week 5: 03/22 to 03/28,0,5,0,18178
Araucania,Curacautin,Week 10: 04/26 to 05/02,0,10,0,18178
Araucania,Curacautin,Week 11: 05/03 to 05/09,0,11,0,18178
Araucania,Curacautin,Week 9: 04/19 to 04/25,0,9,0,18178
Araucania,Curacautin,Week 8: 04/12 to 04/18,0,8,0,18178
Araucania,Curacautin,Week 12: 05/10 to 05/16,0,12,0,18178
Araucania,Curacautin,Week 16: 06/07 to 06/13,0,16,0,18178
Araucania,Curacautin,Week 15: 05/31 to 06/06,0,15,0,18178
Araucania,Curacautin,Week 4: 03/15 to 03/21,0,4,0,18178
Araucania,Curacautin,Week 1: 02/23 to 02/29,0,1,0,18178
Araucania,Curacautin,Week 7: 04/05 to 04/11,0,7,0,18178
Araucania,Curacautin,Week 13: 05/17 to 05/23,0,13,0,18178
Araucania,Curacautin,Week 14: 05/24 to 05/30,0,14,0,18178
Araucania,Curacautin,Week 2: 03/01 to 03/07,0,2,0,18178
Araucania,Curacautin,Week 3: 03/08 to 03/14,0,3,0,18178
Araucania,Curacautin,Week 0: 02/16 to 02/22,0,0,0,18178
Metropolitana,Curacavi,Week 6: 03/29 to 04/04,0,6,0,36430
Metropolitana,Curacavi,Week 7: 04/05 to 04/11,0,7,0,36430
Metropolitana,Curacavi,Week 3: 03/08 to 03/14,0,3,0,36430
Metropolitana,Curacavi,Week 16: 06/07 to 06/13,0,16,0,36430
Metropolitana,Curacavi,Week 1: 02/23 to 02/29,0,1,0,36430
Metropolitana,Curacavi,Week 8: 04/12 to 04/18,0,8,0,36430
Metropolitana,Curacavi,Week 11: 05/03 to 05/09,0,11,0,36430
Metropolitana,Curacavi,Week 9: 04/19 to 04/25,0,9,0,36430
Metropolitana,Curacavi,Week 10: 04/26 to 05/02,0,10,0,36430
Metropolitana,Curacavi,Week 2: 03/01 to 03/07,0,2,0,36430
Metropolitana,Curacavi,Week 14: 05/24 to 05/30,0,14,0,36430
Metropolitana,Curacavi,Week 15: 05/31 to 06/06,0,15,0,36430
Metropolitana,Curacavi,Week 5: 03/22 to 03/28,0,5,0,36430
Metropolitana,Curacavi,Week 13: 05/17 to 05/23,0,13,0,36430
Metropolitana,Curacavi,Week 12: 05/10 to 05/16,0,12,0,36430
Metropolitana,Curacavi,Week 0: 02/16 to 02/22,0,0,0,36430
Metropolitana,Curacavi,Week 4: 03/15 to 03/21,0,4,0,36430
Los Lagos,Curaco de Velez,Week 15: 05/31 to 06/06,0,15,0,4066
Los Lagos,Curaco de Velez,Week 10: 04/26 to 05/02,0,10,0,4066
Los Lagos,Curaco de Velez,Week 0: 02/16 to 02/22,0,0,0,4066
Los Lagos,Curaco de Velez,Week 14: 05/24 to 05/30,0,14,0,4066
Los Lagos,Curaco de Velez,Week 5: 03/22 to 03/28,0,5,0,4066
Los Lagos,Curaco de Velez,Week 4: 03/15 to 03/21,0,4,0,4066
Los Lagos,Curaco de Velez,Week 13: 05/17 to 05/23,0,13,0,4066
Los Lagos,Curaco de Velez,Week 16: 06/07 to 06/13,0,16,0,4066
Los Lagos,Curaco de Velez,Week 6: 03/29 to 04/04,0,6,0,4066
