region,comuna,date,WeeklyCases,week,CumCases,Pop
Biobio,Los angeles,Week 15: 05/31 to 06/06,0,15,0,218515
Biobio,Los angeles,Week 0: 02/16 to 02/22,0,0,0,218515
Biobio,Los angeles,Week 10: 04/26 to 05/02,0,10,0,218515
Biobio,Los angeles,Week 13: 05/17 to 05/23,0,13,0,218515
Biobio,Los angeles,Week 2: 03/01 to 03/07,0,2,0,218515
Biobio,Los angeles,Week 1: 02/23 to 02/29,0,1,0,218515
Biobio,Los angeles,Week 16: 06/07 to 06/13,0,16,0,218515
Biobio,Los angeles,Week 3: 03/08 to 03/14,0,3,0,218515
Biobio,Los angeles,Week 4: 03/15 to 03/21,0,4,0,218515
Biobio,Lota,Week 0: 02/16 to 02/22,0,0,0,45750
Biobio,Lota,Week 13: 05/17 to 05/23,0,13,0,45750
Biobio,Lota,Week 12: 05/10 to 05/16,0,12,0,45750
Biobio,Lota,Week 3: 03/08 to 03/14,0,3,0,45750
Biobio,Lota,Week 16: 06/07 to 06/13,0,16,0,45750
Biobio,Lota,Week 2: 03/01 to 03/07,0,2,0,45750
Biobio,Lota,Week 4: 03/15 to 03/21,0,4,0,45750
Biobio,Lota,Week 9: 04/19 to 04/25,0,9,0,45750
Biobio,Lota,Week 1: 02/23 to 02/29,0,1,0,45750
Biobio,Lota,Week 5: 03/22 to 03/28,0,5,0,45750
Biobio,Lota,Week 11: 05/03 to 05/09,0,11,0,45750
Biobio,Lota,Week 7: 04/05 to 04/11,0,7,0,45750
Biobio,Lota,Week 6: 03/29 to 04/04,0,6,0,45750
Biobio,Lota,Week 10: 04/26 to 05/02,0,10,0,45750
Biobio,Lota,Week 14: 05/24 to 05/30,0,14,0,45750
Biobio,Lota,Week 15: 05/31 to 06/06,0,15,0,45750
Biobio,Lota,Week 8: 04/12 to 04/18,0,8,0,45750
Araucania,Lumaco,Week 7: 04/05 to 04/11,0,7,0,10050
Araucania,Lumaco,Week 15: 05/31 to 06/06,0,15,0,10050
Araucania,Lumaco,Week 0: 02/16 to 02/22,0,0,0,10050
Araucania,Lumaco,Week 3: 03/08 to 03/14,0,3,0,10050
Araucania,Lumaco,Week 8: 04/12 to 04/18,0,8,0,10050
Araucania,Lumaco,Week 14: 05/24 to 05/30,0,14,0,10050
Araucania,Lumaco,Week 6: 03/29 to 04/04,0,6,0,10050
Araucania,Lumaco,Week 1: 02/23 to 02/29,0,1,0,10050
Araucania,Lumaco,Week 16: 06/07 to 06/13,0,16,0,10050
Araucania,Lumaco,Week 5: 03/22 to 03/28,0,5,0,10050
Araucania,Lumaco,Week 13: 05/17 to 05/23,0,13,0,10050
Araucania,Lumaco,Week 9: 04/19 to 04/25,0,9,0,10050
Araucania,Lumaco,Week 4: 03/15 to 03/21,0,4,0,10050
Araucania,Lumaco,Week 11: 05/03 to 05/09,0,11,0,10050
Araucania,Lumaco,Week 2: 03/01 to 03/07,0,2,0,10050
Araucania,Lumaco,Week 10: 04/26 to 05/02,0,10,0,10050
Araucania,Lumaco,Week 12: 05/10 to 05/16,0,12,0,10050
Ohiggins,Machali,Week 2: 03/01 to 03/07,0,2,0,59913
Ohiggins,Machali,Week 1: 02/23 to 02/29,0,1,0,59913
Ohiggins,Machali,Week 0: 02/16 to 02/22,0,0,0,59913
Ohiggins,Machali,Week 6: 03/29 to 04/04,0,6,0,59913
Ohiggins,Machali,Week 5: 03/22 to 03/28,0,5,0,59913
Ohiggins,Machali,Week 4: 03/15 to 03/21,0,4,0,59913
Ohiggins,Machali,Week 12: 05/10 to 05/16,0,12,0,59913
Ohiggins,Machali,Week 16: 06/07 to 06/13,0,16,0,59913
Ohiggins,Machali,Week 7: 04/05 to 04/11,0,7,0,59913
Ohiggins,Machali,Week 15: 05/31 to 06/06,0,15,0,59913
Ohiggins,Machali,Week 8: 04/12 to 04/18,0,8,0,59913
Ohiggins,Machali,Week 9: 04/19 to 04/25,0,9,0,59913
Ohiggins,Machali,Week 13: 05/17 to 05/23,0,13,0,59913
Ohiggins,Machali,Week 10: 04/26 to 05/02,0,10,0,59913
Ohiggins,Machali,Week 11: 05/03 to 05/09,0,11,0,59913
Ohiggins,Machali,Week 3: 03/08 to 03/14,0,3,0,59913
Ohiggins,Machali,Week 14: 05/24 to 05/30,0,14,0,59913
Metropolitana,Macul,Week 0: 02/16 to 02/22,0,0,0,134635
Metropolitana,Macul,Week 15: 05/31 to 06/06,0,15,0,134635
Metropolitana,Macul,Week 6: 03/29 to 04/04,0,6,0,134635
Metropolitana,Macul,Week 1: 02/23 to 02/29,0,1,0,134635
Metropolitana,Macul,Week 12: 05/10 to 05/16,0,12,0,134635
Metropolitana,Macul,Week 2: 03/01 to 03/07,0,2,0,134635
Metropolitana,Macul,Week 7: 04/05 to 04/11,0,7,0,134635
Metropolitana,Macul,Week 14: 05/24 to 05/30,0,14,0,134635
Metropolitana,Macul,Week 9: 04/19 to 04/25,0,9,0,134635
Metropolitana,Macul,Week 11: 05/03 to 05/09,0,11,0,134635
Metropolitana,Macul,Week 10: 04/26 to 05/02,0,10,0,134635
Metropolitana,Macul,Week 13: 05/17 to 05/23,0,13,0,134635
Metropolitana,Macul,Week 8: 04/12 to 04/18,0,8,0,134635
Metropolitana,Macul,Week 16: 06/07 to 06/13,0,16,0,134635
Metropolitana,Macul,Week 4: 03/15 to 03/21,0,4,0,134635
Metropolitana,Macul,Week 5: 03/22 to 03/28,0,5,0,134635
Metropolitana,Macul,Week 3: 03/08 to 03/14,0,3,0,134635
Los Rios,Mafil,Week 7: 04/05 to 04/11,0,7,0,7389
Los Rios,Mafil,Week 6: 03/29 to 04/04,0,6,0,7389
Los Rios,Mafil,Week 10: 04/26 to 05/02,0,10,0,7389
Los Rios,Mafil,Week 12: 05/10 to 05/16,0,12,0,7389
Los Rios,Mafil,Week 14: 05/24 to 05/30,0,14,0,7389
Los Rios,Mafil,Week 3: 03/08 to 03/14,0,3,0,7389
Los Rios,Mafil,Week 13: 05/17 to 05/23,0,13,0,7389
Los Rios,Mafil,Week 11: 05/03 to 05/09,0,11,0,7389
Los Rios,Mafil,Week 1: 02/23 to 02/29,0,1,0,7389
Los Rios,Mafil,Week 16: 06/07 to 06/13,0,16,0,7389
Los Rios,Mafil,Week 0: 02/16 to 02/22,0,0,0,7389
Los Rios,Mafil,Week 2: 03/01 to 03/07,0,2,0,7389
Los Rios,Mafil,Week 5: 03/22 to 03/28,0,5,0,7389
Los Rios,Mafil,Week 8: 04/12 to 04/18,0,8,0,7389
Los Rios,Mafil,Week 9: 04/19 to 04/25,0,9,0,7389
Los Rios,Mafil,Week 4: 03/15 to 03/21,0,4,0,7389
Los Rios,Mafil,Week 15: 05/31 to 06/06,0,15,0,7389
Metropolitana,Maipu,Week 11: 05/03 to 05/09,0,11,0,578605
Metropolitana,Maipu,Week 6: 03/29 to 04/04,0,6,0,578605
Metropolitana,Maipu,Week 3: 03/08 to 03/14,0,3,0,578605
Metropolitana,Maipu,Week 12: 05/10 to 05/16,0,12,0,578605
Metropolitana,Maipu,Week 7: 04/05 to 04/11,0,7,0,578605
Metropolitana,Maipu,Week 4: 03/15 to 03/21,0,4,0,578605
Metropolitana,Maipu,Week 1: 02/23 to 02/29,0,1,0,578605
Metropolitana,Maipu,Week 2: 03/01 to 03/07,0,2,0,578605
Metropolitana,Maipu,Week 16: 06/07 to 06/13,0,16,0,578605
Metropolitana,Maipu,Week 0: 02/16 to 02/22,0,0,0,578605
Metropolitana,Maipu,Week 10: 04/26 to 05/02,0,10,0,578605
Metropolitana,Maipu,Week 5: 03/22 to 03/28,0,5,0,578605
Metropolitana,Maipu,Week 13: 05/17 to 05/23,0,13,0,578605
Metropolitana,Maipu,Week 9: 04/19 to 04/25,0,9,0,578605
Metropolitana,Maipu,Week 15: 05/31 to 06/06,0,15,0,578605
Metropolitana,Maipu,Week 8: 04/12 to 04/18,0,8,0,578605
Metropolitana,Maipu,Week 14: 05/24 to 05/30,0,14,0,578605
Ohiggins,Malloa,Week 4: 03/15 to 03/21,0,4,0,14163
Ohiggins,Malloa,Week 14: 05/24 to 05/30,0,14,0,14163
Ohiggins,Malloa,Week 6: 03/29 to 04/04,0,6,0,14163
Ohiggins,Malloa,Week 1: 02/23 to 02/29,0,1,0,14163
Ohiggins,Malloa,Week 10: 04/26 to 05/02,0,10,0,14163
Ohiggins,Malloa,Week 11: 05/03 to 05/09,0,11,0,14163
Ohiggins,Malloa,Week 13: 05/17 to 05/23,0,13,0,14163
Ohiggins,Malloa,Week 0: 02/16 to 02/22,0,0,0,14163
Ohiggins,Malloa,Week 9: 04/19 to 04/25,0,9,0,14163
Ohiggins,Malloa,Week 12: 05/10 to 05/16,0,12,0,14163
Ohiggins,Malloa,Week 5: 03/22 to 03/28,0,5,0,14163
Ohiggins,Malloa,Week 8: 04/12 to 04/18,0,8,0,14163
Ohiggins,Malloa,Week 2: 03/01 to 03/07,0,2,0,14163
Ohiggins,Malloa,Week 3: 03/08 to 03/14,0,3,0,14163
Ohiggins,Malloa,Week 7: 04/05 to 04/11,0,7,0,14163
Ohiggins,Malloa,Week 15: 05/31 to 06/06,0,15,0,14163
Ohiggins,Malloa,Week 16: 06/07 to 06/13,0,16,0,14163
Ohiggins,Marchihue,Week 5: 03/22 to 03/28,0,5,0,7632
Ohiggins,Marchihue,Week 13: 05/17 to 05/23,0,13,0,7632
Ohiggins,Marchihue,Week 14: 05/24 to 05/30,0,14,0,7632
Ohiggins,Marchihue,Week 9: 04/19 to 04/25,0,9,0,7632
Ohiggins,Marchihue,Week 4: 03/15 to 03/21,0,4,0,7632
Ohiggins,Marchihue,Week 1: 02/23 to 02/29,0,1,0,7632
Ohiggins,Marchihue,Week 11: 05/03 to 05/09,0,11,0,7632
Ohiggins,Marchihue,Week 2: 03/01 to 03/07,0,2,0,7632
Ohiggins,Marchihue,Week 6: 03/29 to 04/04,0,6,0,7632
Ohiggins,Marchihue,Week 16: 06/07 to 06/13,0,16,0,7632
Ohiggins,Marchihue,Week 0: 02/16 to 02/22,0,0,0,7632
Ohiggins,Marchihue,Week 15: 05/31 to 06/06,0,15,0,7632
Ohiggins,Marchihue,Week 10: 04/26 to 05/02,0,10,0,7632
Ohiggins,Marchihue,Week 8: 04/12 to 04/18,0,8,0,7632
Ohiggins,Marchihue,Week 3: 03/08 to 03/14,0,3,0,7632
Ohiggins,Marchihue,Week 12: 05/10 to 05/16,0,12,0,7632
Ohiggins,Marchihue,Week 7: 04/05 to 04/11,0,7,0,7632
Antofagasta,Maria Elena,Week 16: 06/07 to 06/13,0,16,0,6814
Antofagasta,Maria Elena,Week 12: 05/10 to 05/16,0,12,0,6814
Antofagasta,Maria Elena,Week 11: 05/03 to 05/09,0,11,0,6814
Antofagasta,Maria Elena,Week 10: 04/26 to 05/02,0,10,0,6814
Antofagasta,Maria Elena,Week 2: 03/01 to 03/07,0,2,0,6814
Antofagasta,Maria Elena,Week 3: 03/08 to 03/14,0,3,0,6814
Antofagasta,Maria Elena,Week 9: 04/19 to 04/25,0,9,0,6814
Antofagasta,Maria Elena,Week 4: 03/15 to 03/21,0,4,0,6814
Antofagasta,Maria Elena,Week 14: 05/24 to 05/30,0,14,0,6814
Antofagasta,Maria Elena,Week 0: 02/16 to 02/22,0,0,0,6814
Antofagasta,Maria Elena,Week 6: 03/29 to 04/04,0,6,0,6814
Antofagasta,Maria Elena,Week 7: 04/05 to 04/11,0,7,0,6814
Antofagasta,Maria Elena,Week 13: 05/17 to 05/23,0,13,0,6814
Antofagasta,Maria Elena,Week 5: 03/22 to 03/28,0,5,0,6814
Antofagasta,Maria Elena,Week 1: 02/23 to 02/29,0,1,0,6814
Antofagasta,Maria Elena,Week 8: 04/12 to 04/18,0,8,0,6814
Antofagasta,Maria Elena,Week 15: 05/31 to 06/06,0,15,0,6814
Metropolitana,Maria Pinto,Week 10: 04/26 to 05/02,0,10,0,14926
Metropolitana,Maria Pinto,Week 2: 03/01 to 03/07,0,2,0,14926
Metropolitana,Maria Pinto,Week 11: 05/03 to 05/09,0,11,0,14926
Metropolitana,Maria Pinto,Week 3: 03/08 to 03/14,0,3,0,14926
Metropolitana,Maria Pinto,Week 4: 03/15 to 03/21,0,4,0,14926
Metropolitana,Maria Pinto,Week 15: 05/31 to 06/06,0,15,0,14926
Metropolitana,Maria Pinto,Week 1: 02/23 to 02/29,0,1,0,14926
Metropolitana,Maria Pinto,Week 9: 04/19 to 04/25,0,9,0,14926
Metropolitana,Maria Pinto,Week 8: 04/12 to 04/18,0,8,0,14926
Metropolitana,Maria Pinto,Week 0: 02/16 to 02/22,0,0,0,14926
Metropolitana,Maria Pinto,Week 6: 03/29 to 04/04,0,6,0,14926
Metropolitana,Maria Pinto,Week 14: 05/24 to 05/30,0,14,0,14926
Metropolitana,Maria Pinto,Week 7: 04/05 to 04/11,0,7,0,14926
Metropolitana,Maria Pinto,Week 13: 05/17 to 05/23,0,13,0,14926
Metropolitana,Maria Pinto,Week 5: 03/22 to 03/28,0,5,0,14926
Metropolitana,Maria Pinto,Week 16: 06/07 to 06/13,0,16,0,14926
Metropolitana,Maria Pinto,Week 12: 05/10 to 05/16,0,12,0,14926
Los Rios,Mariquina,Week 16: 06/07 to 06/13,0,16,0,23250
Los Rios,Mariquina,Week 3: 03/08 to 03/14,0,3,0,23250
Los Rios,Mariquina,Week 2: 03/01 to 03/07,0,2,0,23250
Los Rios,Mariquina,Week 13: 05/17 to 05/23,0,13,0,23250
Los Rios,Mariquina,Week 1: 02/23 to 02/29,0,1,0,23250
Los Rios,Mariquina,Week 15: 05/31 to 06/06,0,15,0,23250
Los Rios,Mariquina,Week 12: 05/10 to 05/16,0,12,0,23250
Los Rios,Mariquina,Week 10: 04/26 to 05/02,0,10,0,23250
Los Rios,Mariquina,Week 9: 04/19 to 04/25,0,9,0,23250
Los Rios,Mariquina,Week 8: 04/12 to 04/18,0,8,0,23250
Los Rios,Mariquina,Week 7: 04/05 to 04/11,0,7,0,23250
Los Rios,Mariquina,Week 0: 02/16 to 02/22,0,0,0,23250
Los Rios,Mariquina,Week 5: 03/22 to 03/28,0,5,0,23250
Los Rios,Mariquina,Week 6: 03/29 to 04/04,0,6,0,23250
Los Rios,Mariquina,Week 11: 05/03 to 05/09,0,11,0,23250
Los Rios,Mariquina,Week 14: 05/24 to 05/30,0,14,0,23250
Los Rios,Mariquina,Week 4: 03/15 to 03/21,0,4,0,23250
Maule,Maule,Week 14: 05/24 to 05/30,0,14,0,60000
Maule,Maule,Week 6: 03/29 to 04/04,0,6,0,60000
Maule,Maule,Week 8: 04/12 to 04/18,0,8,0,60000
Maule,Maule,Week 9: 04/19 to 04/25,0,9,0,60000
Maule,Maule,Week 13: 05/17 to 05/23,0,13,0,60000
Maule,Maule,Week 5: 03/22 to 03/28,0,5,0,60000
Maule,Maule,Week 12: 05/10 to 05/16,0,12,0,60000
Maule,Maule,Week 15: 05/31 to 06/06,0,15,0,60000
Maule,Maule,Week 0: 02/16 to 02/22,0,0,0,60000
Maule,Maule,Week 7: 04/05 to 04/11,0,7,0,60000
Maule,Maule,Week 10: 04/26 to 05/02,0,10,0,60000
Maule,Maule,Week 1: 02/23 to 02/29,0,1,0,60000
Maule,Maule,Week 4: 03/15 to 03/21,0,4,0,60000
Maule,Maule,Week 3: 03/08 to 03/14,0,3,0,60000
Maule,Maule,Week 16: 06/07 to 06/13,0,16,0,60000
Maule,Maule,Week 11: 05/03 to 05/09,0,11,0,60000
Maule,Maule,Week 2: 03/01 to 03/07,0,2,0,60000
Los Lagos,Maullin,Week 14: 05/24 to 05/30,0,14,0,14894
Los Lagos,Maullin,Week 15: 05/31 to 06/06,0,15,0,14894
Los Lagos,Maullin,Week 1: 02/23 to 02/29,0,1,0,14894
Los Lagos,Maullin,Week 7: 04/05 to 04/11,0,7,0,14894
Los Lagos,Maullin,Week 9: 04/19 to 04/25,0,9,0,14894
Los Lagos,Maullin,Week 2: 03/01 to 03/07,0,2,0,14894
Los Lagos,Maullin,Week 3: 03/08 to 03/14,0,3,0,14894
Los Lagos,Maullin,Week 13: 05/17 to 05/23,0,13,0,14894
Los Lagos,Maullin,Week 4: 03/15 to 03/21,0,4,0,14894
Los Lagos,Maullin,Week 6: 03/29 to 04/04,0,6,0,14894
Los Lagos,Maullin,Week 12: 05/10 to 05/16,0,12,0,14894
Los Lagos,Maullin,Week 5: 03/22 to 03/28,0,5,0,14894
Los Lagos,Maullin,Week 10: 04/26 to 05/02,0,10,0,14894
Los Lagos,Maullin,Week 0: 02/16 to 02/22,0,0,0,14894
Los Lagos,Maullin,Week 16: 06/07 to 06/13,0,16,0,14894
Los Lagos,Maullin,Week 8: 04/12 to 04/18,0,8,0,14894
Los Lagos,Maullin,Week 11: 05/03 to 05/09,0,11,0,14894
Antofagasta,Mejillones,Week 7: 04/05 to 04/11,0,7,0,14776
Antofagasta,Mejillones,Week 16: 06/07 to 06/13,0,16,0,14776
Antofagasta,Mejillones,Week 13: 05/17 to 05/23,0,13,0,14776
Antofagasta,Mejillones,Week 5: 03/22 to 03/28,0,5,0,14776
Antofagasta,Mejillones,Week 2: 03/01 to 03/07,0,2,0,14776
Antofagasta,Mejillones,Week 3: 03/08 to 03/14,0,3,0,14776
Antofagasta,Mejillones,Week 0: 02/16 to 02/22,0,0,0,14776
Antofagasta,Mejillones,Week 8: 04/12 to 04/18,0,8,0,14776
Antofagasta,Mejillones,Week 15: 05/31 to 06/06,0,15,0,14776
Antofagasta,Mejillones,Week 9: 04/19 to 04/25,0,9,0,14776
Antofagasta,Mejillones,Week 6: 03/29 to 04/04,0,6,0,14776
Antofagasta,Mejillones,Week 1: 02/23 to 02/29,0,1,0,14776
Antofagasta,Mejillones,Week 10: 04/26 to 05/02,0,10,0,14776
Antofagasta,Mejillones,Week 12: 05/10 to 05/16,0,12,0,14776
Antofagasta,Mejillones,Week 11: 05/03 to 05/09,0,11,0,14776
Antofagasta,Mejillones,Week 4: 03/15 to 03/21,0,4,0,14776
Antofagasta,Mejillones,Week 14: 05/24 to 05/30,0,14,0,14776
Araucania,Melipeuco,Week 6: 03/29 to 04/04,0,6,0,6265
Araucania,Melipeuco,Week 16: 06/07 to 06/13,0,16,0,6265
Araucania,Melipeuco,Week 7: 04/05 to 04/11,0,7,0,6265
Araucania,Melipeuco,Week 15: 05/31 to 06/06,0,15,0,6265
Araucania,Melipeuco,Week 13: 05/17 to 05/23,0,13,0,6265
Araucania,Melipeuco,Week 14: 05/24 to 05/30,0,14,0,6265
Araucania,Melipeuco,Week 12: 05/10 to 05/16,0,12,0,6265
Araucania,Melipeuco,Week 3: 03/08 to 03/14,0,3,0,6265
Araucania,Melipeuco,Week 1: 02/23 to 02/29,0,1,0,6265
Araucania,Melipeuco,Week 4: 03/15 to 03/21,0,4,0,6265
Araucania,Melipeuco,Week 5: 03/22 to 03/28,0,5,0,6265
Araucania,Melipeuco,Week 9: 04/19 to 04/25,0,9,0,6265
Araucania,Melipeuco,Week 10: 04/26 to 05/02,0,10,0,6265
Araucania,Melipeuco,Week 11: 05/03 to 05/09,0,11,0,6265
Araucania,Melipeuco,Week 0: 02/16 to 02/22,0,0,0,6265
Araucania,Melipeuco,Week 8: 04/12 to 04/18,0,8,0,6265
Araucania,Melipeuco,Week 2: 03/01 to 03/07,0,2,0,6265
Metropolitana,Melipilla,Week 1: 02/23 to 02/29,0,1,0,141612
Metropolitana,Melipilla,Week 5: 03/22 to 03/28,0,5,0,141612
Metropolitana,Melipilla,Week 8: 04/12 to 04/18,0,8,0,141612
Metropolitana,Melipilla,Week 11: 05/03 to 05/09,0,11,0,141612
Metropolitana,Melipilla,Week 4: 03/15 to 03/21,0,4,0,141612
Metropolitana,Melipilla,Week 7: 04/05 to 04/11,0,7,0,141612
Metropolitana,Melipilla,Week 16: 06/07 to 06/13,0,16,0,141612
Metropolitana,Melipilla,Week 15: 05/31 to 06/06,0,15,0,141612
Metropolitana,Melipilla,Week 14: 05/24 to 05/30,0,14,0,141612
Metropolitana,Melipilla,Week 12: 05/10 to 05/16,0,12,0,141612
Metropolitana,Melipilla,Week 9: 04/19 to 04/25,0,9,0,141612
Metropolitana,Melipilla,Week 6: 03/29 to 04/04,0,6,0,141612
Metropolitana,Melipilla,Week 3: 03/08 to 03/14,0,3,0,141612
Metropolitana,Melipilla,Week 2: 03/01 to 03/07,0,2,0,141612
Metropolitana,Melipilla,Week 0: 02/16 to 02/22,0,0,0,141612
Metropolitana,Melipilla,Week 10: 04/26 to 05/02,0,10,0,141612
Metropolitana,Melipilla,Week 13: 05/17 to 05/23,0,13,0,141612
Maule,Molina,Week 5: 03/22 to 03/28,0,5,0,49800
Maule,Molina,Week 14: 05/24 to 05/30,0,14,0,49800
Maule,Molina,Week 16: 06/07 to 06/13,0,16,0,49800
Maule,Molina,Week 9: 04/19 to 04/25,0,9,0,49800
Maule,Molina,Week 10: 04/26 to 05/02,0,10,0,49800
Maule,Molina,Week 0: 02/16 to 02/22,0,0,0,49800
Maule,Molina,Week 2: 03/01 to 03/07,0,2,0,49800
Maule,Molina,Week 13: 05/17 to 05/23,0,13,0,49800
Maule,Molina,Week 11: 05/03 to 05/09,0,11,0,49800
Maule,Molina,Week 6: 03/29 to 04/04,0,6,0,49800
Maule,Molina,Week 3: 03/08 to 03/14,0,3,0,49800
Maule,Molina,Week 4: 03/15 to 03/21,0,4,0,49800
Maule,Molina,Week 1: 02/23 to 02/29,0,1,0,49800
Maule,Molina,Week 8: 04/12 to 04/18,0,8,0,49800
Maule,Molina,Week 7: 04/05 to 04/11,0,7,0,49800
Maule,Molina,Week 15: 05/31 to 06/06,0,15,0,49800
Maule,Molina,Week 12: 05/10 to 05/16,0,12,0,49800
Coquimbo,Monte Patria,Week 6: 03/29 to 04/04,0,6,0,32527
Coquimbo,Monte Patria,Week 12: 05/10 to 05/16,0,12,0,32527
Coquimbo,Monte Patria,Week 10: 04/26 to 05/02,0,10,0,32527
Coquimbo,Monte Patria,Week 16: 06/07 to 06/13,0,16,0,32527
Coquimbo,Monte Patria,Week 11: 05/03 to 05/09,0,11,0,32527
Coquimbo,Monte Patria,Week 7: 04/05 to 04/11,0,7,0,32527
Coquimbo,Monte Patria,Week 2: 03/01 to 03/07,0,2,0,32527
Coquimbo,Monte Patria,Week 14: 05/24 to 05/30,0,14,0,32527
Coquimbo,Monte Patria,Week 4: 03/15 to 03/21,0,4,0,32527
Coquimbo,Monte Patria,Week 5: 03/22 to 03/28,0,5,0,32527
Coquimbo,Monte Patria,Week 9: 04/19 to 04/25,0,9,0,32527
Coquimbo,Monte Patria,Week 13: 05/17 to 05/23,0,13,0,32527
Coquimbo,Monte Patria,Week 1: 02/23 to 02/29,0,1,0,32527
Coquimbo,Monte Patria,Week 8: 04/12 to 04/18,0,8,0,32527
Coquimbo,Monte Patria,Week 3: 03/08 to 03/14,0,3,0,32527
Coquimbo,Monte Patria,Week 15: 05/31 to 06/06,0,15,0,32527
Coquimbo,Monte Patria,Week 0: 02/16 to 02/22,0,0,0,32527
Ohiggins,Mostazal,Week 2: 03/01 to 03/07,0,2,0,27462
Ohiggins,Mostazal,Week 0: 02/16 to 02/22,0,0,0,27462
Ohiggins,Mostazal,Week 15: 05/31 to 06/06,0,15,0,27462
Ohiggins,Mostazal,Week 3: 03/08 to 03/14,0,3,0,27462
Ohiggins,Mostazal,Week 1: 02/23 to 02/29,0,1,0,27462
Ohiggins,Mostazal,Week 9: 04/19 to 04/25,0,9,0,27462
Ohiggins,Mostazal,Week 7: 04/05 to 04/11,0,7,0,27462
Ohiggins,Mostazal,Week 5: 03/22 to 03/28,0,5,0,27462
Ohiggins,Mostazal,Week 12: 05/10 to 05/16,0,12,0,27462
Ohiggins,Mostazal,Week 13: 05/17 to 05/23,0,13,0,27462
Ohiggins,Mostazal,Week 16: 06/07 to 06/13,0,16,0,27462
Ohiggins,Mostazal,Week 11: 05/03 to 05/09,0,11,0,27462
Ohiggins,Mostazal,Week 4: 03/15 to 03/21,0,4,0,27462
Ohiggins,Mostazal,Week 10: 04/26 to 05/02,0,10,0,27462
Ohiggins,Mostazal,Week 6: 03/29 to 04/04,0,6,0,27462
Ohiggins,Mostazal,Week 8: 04/12 to 04/18,0,8,0,27462
Ohiggins,Mostazal,Week 14: 05/24 to 05/30,0,14,0,27462
Biobio,Mulchen,Week 10: 04/26 to 05/02,0,10,0,31041
Biobio,Mulchen,Week 4: 03/15 to 03/21,0,4,0,31041
Biobio,Mulchen,Week 3: 03/08 to 03/14,0,3,0,31041
Biobio,Mulchen,Week 9: 04/19 to 04/25,0,9,0,31041
Biobio,Mulchen,Week 12: 05/10 to 05/16,0,12,0,31041
Biobio,Mulchen,Week 11: 05/03 to 05/09,0,11,0,31041
Biobio,Mulchen,Week 8: 04/12 to 04/18,0,8,0,31041
Biobio,Mulchen,Week 13: 05/17 to 05/23,0,13,0,31041
Biobio,Mulchen,Week 6: 03/29 to 04/04,0,6,0,31041
Biobio,Mulchen,Week 1: 02/23 to 02/29,0,1,0,31041
Biobio,Mulchen,Week 14: 05/24 to 05/30,0,14,0,31041
Biobio,Mulchen,Week 15: 05/31 to 06/06,0,15,0,31041
Biobio,Mulchen,Week 16: 06/07 to 06/13,0,16,0,31041
Biobio,Mulchen,Week 5: 03/22 to 03/28,0,5,0,31041
Biobio,Mulchen,Week 7: 04/05 to 04/11,0,7,0,31041
Biobio,Mulchen,Week 2: 03/01 to 03/07,0,2,0,31041
Biobio,Mulchen,Week 0: 02/16 to 02/22,0,0,0,31041
Biobio,Nacimiento,Week 13: 05/17 to 05/23,0,13,0,27944
Biobio,Nacimiento,Week 3: 03/08 to 03/14,0,3,0,27944
Biobio,Nacimiento,Week 14: 05/24 to 05/30,0,14,0,27944
Biobio,Nacimiento,Week 12: 05/10 to 05/16,0,12,0,27944
Biobio,Nacimiento,Week 9: 04/19 to 04/25,0,9,0,27944
Biobio,Nacimiento,Week 10: 04/26 to 05/02,0,10,0,27944
Biobio,Nacimiento,Week 0: 02/16 to 02/22,0,0,0,27944
Biobio,Nacimiento,Week 15: 05/31 to 06/06,0,15,0,27944
Biobio,Nacimiento,Week 4: 03/15 to 03/21,0,4,0,27944
Biobio,Nacimiento,Week 5: 03/22 to 03/28,0,5,0,27944
Biobio,Nacimiento,Week 6: 03/29 to 04/04,0,6,0,27944
Biobio,Nacimiento,Week 7: 04/05 to 04/11,0,7,0,27944
Biobio,Nacimiento,Week 2: 03/01 to 03/07,0,2,0,27944
Biobio,Nacimiento,Week 8: 04/12 to 04/18,0,8,0,27944
Biobio,Nacimiento,Week 1: 02/23 to 02/29,0,1,0,27944
Biobio,Nacimiento,Week 16: 06/07 to 06/13,0,16,0,27944
Biobio,Nacimiento,Week 11: 05/03 to 05/09,0,11,0,27944
Ohiggins,Nancagua,Week 4: 03/15 to 03/21,0,4,0,19141
Ohiggins,Nancagua,Week 16: 06/07 to 06/13,0,16,0,19141
Ohiggins,Nancagua,Week 11: 05/03 to 05/09,0,11,0,19141
Ohiggins,Nancagua,Week 12: 05/10 to 05/16,0,12,0,19141
Ohiggins,Nancagua,Week 14: 05/24 to 05/30,0,14,0,19141
Ohiggins,Nancagua,Week 9: 04/19 to 04/25,0,9,0,19141
Ohiggins,Nancagua,Week 5: 03/22 to 03/28,0,5,0,19141
Ohiggins,Nancagua,Week 3: 03/08 to 03/14,0,3,0,19141
Ohiggins,Nancagua,Week 1: 02/23 to 02/29,0,1,0,19141
Ohiggins,Nancagua,Week 7: 04/05 to 04/11,0,7,0,19141
Ohiggins,Nancagua,Week 6: 03/29 to 04/04,0,6,0,19141
Ohiggins,Nancagua,Week 0: 02/16 to 02/22,0,0,0,19141
Ohiggins,Nancagua,Week 2: 03/01 to 03/07,0,2,0,19141
