region_casen,comuna_code,comuna,inc_pc_comuna,poor_comuna,poor_ext_comuna,fonasa_comuna,Pop,area_km2,density
7,7308,Teno,241266.73,0.064271078,0.027701223,0.90990037,30850,621.047,49.674179
9,9117,Teodoro Schmidt,190174.97,0.25645405,0.10372463,0.90809959,15786,655.794,24.071583
3,3103,Tierra Amarilla,294188.84,0.12805265,0.01641294,0.87147164,14312,11274.5,1.2694132
13,13303,Tiltil,247389.77,0.065398626,0.0200704,0.87198174,21477,653.161,32.881634
8,8207,Tirua,192047.91,0.26036453,0.072908334,0.95838892,11019,628.401,17.534981
2,2301,Tocopilla,260748.05,0.10535828,0.042313416,0.78736979,28079,4184.71,6.7099032
9,9118,Tolten,155183.72,0.4319801,0.163293,0.93101889,10055,853.023,11.78749
8,8111,Tome,252468.05,0.068393327,0.007901669,0.88605797,58729,496.145,118.37064
9,9210,Traiguen,240193.19,0.2043004,0.04525112,0.85902536,19314,897.794,21.51273
16,16207,Treguaco,177891.25,0.19087404,0.049485862,0.95479864,5696,315.635,18.046162
8,8312,Tucapel,189614.08,0.15963545,0.024915479,0.90291047,15205,910.339,16.70257
14,14101,Valdivia,375629.41,0.075317167,0.022303319,0.77505702,176774,953.845,185.3278
3,3301,Vallenar,310563.53,0.081637383,0.030758889,0.81222475,57009,7269.98,7.8416996
5,5101,Valparaiso,324894.06,0.067355774,0.00989364,0.81303453,315732,309.877,1018.8946
7,7309,Vichuquen,264209.5,0.16062725,0.000635728,0.93515575,4381,451.587,9.7013426
9,9211,Victoria,193678.63,0.23256867,0.10859451,0.88533115,35467,1262.09,28.101799
4,4106,Vicuna,220721.17,0.12208088,0.017543193,0.91741031,29741,7601.8,3.9123628
9,9119,Vilcun,144220.78,0.3539834,0.094412334,0.97620845,30766,1416.59,21.718351
7,7407,Villa Alegre,208850.81,0.20725425,0.014607296,0.91348529,17512,189.586,92.36969
5,5804,Villa Alemana,345235.53,0.036313288,0.017215857,0.73201299,139310,95.5278,1458.319
9,9120,Villarrica,262928.41,0.11869679,0.045948662,0.8546294,59103,1299.23,45.490791
5,5109,Vina del Mar,460333.44,0.047762427,0.014161792,0.67083985,361371,119.217,3031.2036
13,13132,Vitacura,1659485,0,0,0.1327593,96774,28.6685,3375.6213
7,7408,Yerbas Buenas,206997.06,0.24826662,0.06158597,0.88760704,19200,259.027,74.12355
8,8313,Yumbel,189740.05,0.26305979,0.11339479,0.90358168,22132,729.559,30.336134
16,16109,Yungay,196706.69,0.19858882,0.066244021,0.95127064,18596,825.021,22.540031
5,5405,Zapallar,277657.59,0.012785159,0,0.87478065,7994,289.05,27.656115
