v1,id,region,comuna,date,WeeklyCases,week,address,address2,empty_address,formattedaddress,lat,lon,CumCases,Pop
100,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 0: 02/16 to 02/22,0,0,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,0,425725
101,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 1: 02/23 to 02/29,0,1,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,0,425725
103,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 2: 03/01 to 03/07,1,2,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,1,425725
104,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 3: 03/08 to 03/14,2,3,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,3,425725
105,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 4: 03/15 to 03/21,28,4,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,31,425725
106,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 5: 03/22 to 03/28,31,5,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,62,425725
107,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 6: 03/29 to 04/04,34,6,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,96,425725
108,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 7: 04/05 to 04/11,53,7,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,149,425725
109,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 8: 04/12 to 04/18,94,8,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,243,425725
110,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 9: 04/19 to 04/25,60,9,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,303,425725
102,Antofagasta-Antofagasta,Antofagasta,Antofagasta,Week 10: 04/26 to 05/01,0,10,"Antofagasta, Region de Antofagasta, Chile","Antofagasta,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.650928,-70.397499,303,425725
210,Calama-Antofagasta,Antofagasta,Calama,Week 0: 02/16 to 02/22,1,0,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,1,190336
211,Calama-Antofagasta,Antofagasta,Calama,Week 1: 02/23 to 02/29,1,1,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,2,190336
213,Calama-Antofagasta,Antofagasta,Calama,Week 2: 03/01 to 03/07,0,2,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,2,190336
214,Calama-Antofagasta,Antofagasta,Calama,Week 3: 03/08 to 03/14,2,3,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,4,190336
215,Calama-Antofagasta,Antofagasta,Calama,Week 4: 03/15 to 03/21,3,4,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,7,190336
216,Calama-Antofagasta,Antofagasta,Calama,Week 5: 03/22 to 03/28,1,5,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,8,190336
217,Calama-Antofagasta,Antofagasta,Calama,Week 6: 03/29 to 04/04,7,6,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,15,190336
218,Calama-Antofagasta,Antofagasta,Calama,Week 7: 04/05 to 04/11,13,7,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,28,190336
219,Calama-Antofagasta,Antofagasta,Calama,Week 8: 04/12 to 04/18,11,8,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,39,190336
220,Calama-Antofagasta,Antofagasta,Calama,Week 9: 04/19 to 04/25,16,9,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,55,190336
212,Calama-Antofagasta,Antofagasta,Calama,Week 10: 04/26 to 05/01,0,10,"Calama, Region de Antofagasta, Chile","Calama,+Region+de+Antofagasta,+Chile",0,"Calama, Antofagasta, Chile",-22.454391,-68.929382,55,190336
1827,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 0: 02/16 to 02/22,0,0,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,0,6814
1828,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 1: 02/23 to 02/29,0,1,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,0,6814
1830,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 2: 03/01 to 03/07,0,2,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,0,6814
1831,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 3: 03/08 to 03/14,0,3,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,0,6814
1832,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 4: 03/15 to 03/21,0,4,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,0,6814
1833,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 5: 03/22 to 03/28,0,5,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,0,6814
1834,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 6: 03/29 to 04/04,0,6,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,0,6814
1835,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 7: 04/05 to 04/11,4,7,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,4,6814
1836,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 8: 04/12 to 04/18,4,8,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,8,6814
1837,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 9: 04/19 to 04/25,5,9,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,13,6814
1829,Maria Elena-Antofagasta,Antofagasta,Maria Elena,Week 10: 04/26 to 05/01,0,10,"Maria Elena, Region de Antofagasta, Chile","Maria+Elena,+Region+de+Antofagasta,+Chile",0,"María Elena, Maria Elena, Antofagasta, Chile",-22.166668,-69.416664,13,6814
1882,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 0: 02/16 to 02/22,0,0,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,0,14776
1883,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 1: 02/23 to 02/29,0,1,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,0,14776
1885,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 2: 03/01 to 03/07,0,2,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,0,14776
1886,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 3: 03/08 to 03/14,0,3,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,0,14776
1887,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 4: 03/15 to 03/21,0,4,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,0,14776
1888,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 5: 03/22 to 03/28,1,5,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,1,14776
1889,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 6: 03/29 to 04/04,8,6,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,9,14776
1890,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 7: 04/05 to 04/11,15,7,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,24,14776
1891,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 8: 04/12 to 04/18,17,8,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,41,14776
1892,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 9: 04/19 to 04/25,24,9,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,65,14776
1884,Mejillones-Antofagasta,Antofagasta,Mejillones,Week 10: 04/26 to 05/01,0,10,"Mejillones, Region de Antofagasta, Chile","Mejillones,+Region+de+Antofagasta,+Chile",0,"Mejillones, Antofagasta, Chile",-23.098501,-70.445503,65,14776
2091,Ollague-Antofagasta,Antofagasta,Ollague,Week 0: 02/16 to 02/22,0,0,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2092,Ollague-Antofagasta,Antofagasta,Ollague,Week 1: 02/23 to 02/29,0,1,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2094,Ollague-Antofagasta,Antofagasta,Ollague,Week 2: 03/01 to 03/07,0,2,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2095,Ollague-Antofagasta,Antofagasta,Ollague,Week 3: 03/08 to 03/14,0,3,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2096,Ollague-Antofagasta,Antofagasta,Ollague,Week 4: 03/15 to 03/21,0,4,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2097,Ollague-Antofagasta,Antofagasta,Ollague,Week 5: 03/22 to 03/28,0,5,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2098,Ollague-Antofagasta,Antofagasta,Ollague,Week 6: 03/29 to 04/04,0,6,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2099,Ollague-Antofagasta,Antofagasta,Ollague,Week 7: 04/05 to 04/11,0,7,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2100,Ollague-Antofagasta,Antofagasta,Ollague,Week 8: 04/12 to 04/18,0,8,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2101,Ollague-Antofagasta,Antofagasta,Ollague,Week 9: 04/19 to 04/25,0,9,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
2093,Ollague-Antofagasta,Antofagasta,Ollague,Week 10: 04/26 to 05/01,0,10,"OllagÃ¼e, Region de Antofagasta, Chile","OllagÃ¼e,+Region+de+Antofagasta,+Chile",0,"Antofagasta, Chile",-23.83691,-69.28775,0,287
3279,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 0: 02/16 to 02/22,0,0,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,0,10434
3280,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 1: 02/23 to 02/29,0,1,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,0,10434
3282,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 2: 03/01 to 03/07,0,2,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,0,10434
3283,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 3: 03/08 to 03/14,0,3,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,0,10434
3284,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 4: 03/15 to 03/21,2,4,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,2,10434
3285,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 5: 03/22 to 03/28,1,5,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,3,10434
3286,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 6: 03/29 to 04/04,1,6,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,4,10434
3287,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 7: 04/05 to 04/11,0,7,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,4,10434
3288,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 8: 04/12 to 04/18,0,8,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,4,10434
3289,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 9: 04/19 to 04/25,0,9,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,4,10434
3281,San Pedro de Atacama-Antofagasta,Antofagasta,San Pedro de Atacama,Week 10: 04/26 to 05/01,0,10,"San Pedro de Atacama, Region de Antofagasta, Chile","San+Pedro+de+Atacama,+Region+de+Antofagasta,+Chile",0,"San Pedro de Atacama, Antofagasta, Chile",-22.908707,-68.199715,4,10434
3411,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 0: 02/16 to 02/22,0,0,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3412,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 1: 02/23 to 02/29,0,1,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3414,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 2: 03/01 to 03/07,0,2,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3415,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 3: 03/08 to 03/14,0,3,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3416,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 4: 03/15 to 03/21,0,4,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3417,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 5: 03/22 to 03/28,0,5,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3418,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 6: 03/29 to 04/04,0,6,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3419,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 7: 04/05 to 04/11,0,7,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3420,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 8: 04/12 to 04/18,0,8,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3421,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 9: 04/19 to 04/25,0,9,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3413,Sierra Gorda-Antofagasta,Antofagasta,Sierra Gorda,Week 10: 04/26 to 05/01,0,10,"Sierra Gorda, Region de Antofagasta, Chile","Sierra+Gorda,+Region+de+Antofagasta,+Chile",0,"Sierra Gorda, Antofagasta, Chile",-22.886013,-69.3172,0,1746
3455,Taltal-Antofagasta,Antofagasta,Taltal,Week 0: 02/16 to 02/22,0,0,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,0,13657
3456,Taltal-Antofagasta,Antofagasta,Taltal,Week 1: 02/23 to 02/29,0,1,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,0,13657
3458,Taltal-Antofagasta,Antofagasta,Taltal,Week 2: 03/01 to 03/07,0,2,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,0,13657
3459,Taltal-Antofagasta,Antofagasta,Taltal,Week 3: 03/08 to 03/14,0,3,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,0,13657
3460,Taltal-Antofagasta,Antofagasta,Taltal,Week 4: 03/15 to 03/21,0,4,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,0,13657
3461,Taltal-Antofagasta,Antofagasta,Taltal,Week 5: 03/22 to 03/28,0,5,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,0,13657
3462,Taltal-Antofagasta,Antofagasta,Taltal,Week 6: 03/29 to 04/04,2,6,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,2,13657
3463,Taltal-Antofagasta,Antofagasta,Taltal,Week 7: 04/05 to 04/11,3,7,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,5,13657
3464,Taltal-Antofagasta,Antofagasta,Taltal,Week 8: 04/12 to 04/18,2,8,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,7,13657
3465,Taltal-Antofagasta,Antofagasta,Taltal,Week 9: 04/19 to 04/25,0,9,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,7,13657
3457,Taltal-Antofagasta,Antofagasta,Taltal,Week 10: 04/26 to 05/01,0,10,"Taltal, Region de Antofagasta, Chile","Taltal,+Region+de+Antofagasta,+Chile",0,"Taltal, Antofagasta, Chile",-25.406494,-70.480301,7,13657
3543,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 0: 02/16 to 02/22,0,0,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,0,28079
3544,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 1: 02/23 to 02/29,0,1,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,0,28079
3546,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 2: 03/01 to 03/07,0,2,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,0,28079
3547,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 3: 03/08 to 03/14,0,3,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,0,28079
3548,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 4: 03/15 to 03/21,2,4,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,2,28079
3549,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 5: 03/22 to 03/28,0,5,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,2,28079
3550,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 6: 03/29 to 04/04,4,6,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,6,28079
3551,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 7: 04/05 to 04/11,5,7,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,11,28079
3552,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 8: 04/12 to 04/18,0,8,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,11,28079
3553,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 9: 04/19 to 04/25,0,9,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,11,28079
3545,Tocopilla-Antofagasta,Antofagasta,Tocopilla,Week 10: 04/26 to 05/01,0,10,"Tocopilla, Region de Antofagasta, Chile","Tocopilla,+Region+de+Antofagasta,+Chile",0,"Tocopilla, Antofagasta, Chile",-22.085798,-70.193008,11,28079
78,Angol-Araucania,Araucania,Angol,Week 0: 02/16 to 02/22,0,0,"Angol, Region de Araucania, Chile","Angol,+Region+de+Araucania,+Chile",0,"Angol, Araucania, Chile",-37.806072,-72.703804,0,56058
79,Angol-Araucania,Araucania,Angol,Week 1: 02/23 to 02/29,0,1,"Angol, Region de Araucania, Chile","Angol,+Region+de+Araucania,+Chile",0,"Angol, Araucania, Chile",-37.806072,-72.703804,0,56058
81,Angol-Araucania,Araucania,Angol,Week 2: 03/01 to 03/07,1,2,"Angol, Region de Araucania, Chile","Angol,+Region+de+Araucania,+Chile",0,"Angol, Araucania, Chile",-37.806072,-72.703804,1,56058
82,Angol-Araucania,Araucania,Angol,Week 3: 03/08 to 03/14,1,3,"Angol, Region de Araucania, Chile","Angol,+Region+de+Araucania,+Chile",0,"Angol, Araucania, Chile",-37.806072,-72.703804,2,56058
